congress,start_date,start_date_imputed,end_date,departure_reason,bioguide_id,member_name,state,senator_class,party,party_designation,committee_name,committee_code,resolution_rank,roster_snapshot_rank,position,resolution,resolution_date
113,2013-01-24,False,2015-01-05,,T000250,John Thune,SD,III,R,minority,"Committee on Agriculture, Nutrition, and Forestry",SSAF00,9,,Member,S.Res.18,2013-01-24
113,2013-01-24,False,2015-01-05,,T000250,John Thune,SD,III,R,minority,"Committee on Commerce, Science, and Transportation",SSCM00,1,,Ranking,S.Res.18,2013-01-24
113,2013-01-24,False,2015-01-05,,T000250,John Thune,SD,III,R,minority,Committee on Finance,SSFI00,7,,Member,S.Res.18,2013-01-24
113,2013-01-24,False,2015-01-05,,T000461,Patrick J. Toomey,PA,III,R,minority,Joint Economic Committee,JSEC00,4,,Member,S.Res.18,2013-01-24
113,2013-01-24,False,2015-01-05,,T000461,Patrick J. Toomey,PA,III,R,minority,"Committee on Banking, Housing, and Urban Affairs",SSBK00,6,,Member,S.Res.18,2013-01-24
113,2013-01-24,False,2015-01-05,,T000461,Patrick J. Toomey,PA,III,R,minority,Committee on the Budget,SSBU00,7,,Member,S.Res.18,2013-01-24
113,2013-01-24,False,2015-01-05,,T000461,Patrick J. Toomey,PA,III,R,minority,Committee on Finance,SSFI00,11,,Member,S.Res.18,2013-01-24
113,2013-01-24,False,2015-01-05,,T000464,Jon Tester,MT,I,D,majority,Committee on Indian Affairs,SLIA00,3,,Chairman,S.Res.17,2013-01-24
113,2013-01-24,False,2015-01-05,,T000464,Jon Tester,MT,I,D,majority,Committee on Appropriations,SSAP00,12,,Member,S.Res.17,2013-01-24
113,2013-01-24,False,2015-01-05,,T000464,Jon Tester,MT,I,D,majority,"Committee on Banking, Housing, and Urban Affairs",SSBK00,6,,Member,S.Res.17,2013-01-24
113,2013-01-24,False,2015-01-05,,T000464,Jon Tester,MT,I,D,majority,Committee on Homeland Security and Governmental Affairs,SSGA00,6,,Member,S.Res.17,2013-01-24
113,2013-01-24,False,2015-01-05,,T000464,Jon Tester,MT,I,D,majority,Committee on Veterans' Affairs,SSVA00,5,,Member,S.Res.17,2013-01-24
113,2013-01-24,False,2015-01-05,,U000038,Mark Udall,CO,II,D,majority,Select Committee on Intelligence,SLIN00,5,,Member,S.Res.17,2013-01-24
113,2013-01-24,False,2015-01-05,,U000038,Mark Udall,CO,II,D,majority,Committee on Armed Services,SSAS00,5,,Member,S.Res.17,2013-01-24
113,2013-01-24,False,2015-01-05,,U000038,Mark Udall,CO,II,D,majority,Committee on Energy and Natural Resources,SSEG00,7,,Member,S.Res.17,2013-01-24
113,2013-01-24,False,2015-01-05,,U000039,Tom Udall,NM,II,D,majority,Committee on Indian Affairs,SLIA00,4,,Member,S.Res.17,2013-01-24
113,2013-01-24,False,2015-01-05,,U000039,Tom Udall,NM,II,D,majority,Committee on Appropriations,SSAP00,13,,Member,S.Res.17,2013-01-24
113,2013-01-24,False,2015-01-05,,U000039,Tom Udall,NM,II,D,majority,Committee on Environment and Public Works,SSEV00,8,,Member,S.Res.17,2013-01-24
113,2013-01-24,False,2015-01-05,,U000039,Tom Udall,NM,II,D,majority,Committee on Foreign Relations,SSFR00,8,,Member,S.Res.17,2013-01-24
113,2013-01-24,False,2015-01-05,,U000039,Tom Udall,NM,II,D,majority,Committee on Rules and Administration,SSRA00,6,,Member,S.Res.17,2013-01-24
113,2013-01-24,False,2015-01-05,,V000127,David Vitter,LA,III,R,minority,Committee on Armed Services,SSAS00,9,,Member,S.Res.18,2013-01-24
113,2013-01-24,False,2015-01-05,,V000127,David Vitter,LA,III,R,minority,"Committee on Banking, Housing, and Urban Affairs",SSBK00,4,,Member,S.Res.18,2013-01-24
113,2013-01-24,False,2015-01-05,,V000127,David Vitter,LA,III,R,minority,Committee on Environment and Public Works,SSEV00,1,,Ranking,S.Res.18,2013-01-24
113,2013-01-24,False,2015-01-05,,V000127,David Vitter,LA,III,R,minority,Committee on Small Business and Entrepreneurship,SSSB00,2,,Member,S.Res.18,2013-01-24
113,2013-01-24,False,2015-01-05,,W000437,Roger F. Wicker,MS,I,R,minority,Joint Economic Committee,JSEC00,3,,Member,S.Res.18,2013-01-24
113,2013-01-24,False,2015-01-05,,W000437,Roger F. Wicker,MS,I,R,minority,Committee on Armed Services,SSAS00,5,,Member,S.Res.18,2013-01-24
113,2013-01-24,False,2015-01-05,,W000437,Roger F. Wicker,MS,I,R,minority,Committee on the Budget,SSBU00,10,,Member,S.Res.18,2013-01-24
113,2013-01-24,False,2015-01-05,,W000437,Roger F. Wicker,MS,I,R,minority,"Committee on Commerce, Science, and Transportation",SSCM00,2,,Member,S.Res.18,2013-01-24
113,2013-01-24,False,2015-01-05,,W000437,Roger F. Wicker,MS,I,R,minority,Committee on Environment and Public Works,SSEV00,6,,Member,S.Res.18,2013-01-24
113,2013-01-24,False,2015-01-05,,W000779,Ron Wyden,OR,III,D,majority,Select Committee on Intelligence,SLIN00,3,,Member,S.Res.17,2013-01-24
113,2013-01-24,False,2015-01-05,,W000779,Ron Wyden,OR,III,D,majority,Special Committee on Aging,SPAG00,2,,Member,S.Res.17,2013-01-24
113,2013-01-24,False,2015-01-05,,W000779,Ron Wyden,OR,III,D,majority,Committee on the Budget,SSBU00,2,,Member,S.Res.17,2013-01-24
113,2013-01-24,False,2015-01-05,,W000779,Ron Wyden,OR,III,D,majority,Committee on Energy and Natural Resources,SSEG00,1,,Member,S.Res.17,2013-01-24
113,2013-01-24,False,2015-01-05,,W000779,Ron Wyden,OR,III,D,majority,Committee on Finance,SSFI00,4,,Chairman,S.Res.17,2013-01-24
113,2013-01-24,False,2015-01-05,,W000802,Sheldon Whitehouse,RI,I,D,majority,Special Committee on Aging,SPAG00,5,,Member,S.Res.17,2013-01-24
113,2013-01-24,False,2015-01-05,,W000802,Sheldon Whitehouse,RI,I,D,majority,Committee on the Budget,SSBU00,6,,Member,S.Res.17,2013-01-24
113,2013-01-24,False,2015-01-05,,W000802,Sheldon Whitehouse,RI,I,D,majority,Committee on Environment and Public Works,SSEV00,7,,Member,S.Res.17,2013-01-24
113,2013-01-24,False,2015-01-05,,W000802,Sheldon Whitehouse,RI,I,D,majority,"Committee on Health, Education, Labor, and Pensions",SSHR00,9,,Member,S.Res.17,2013-01-24
113,2013-01-24,False,2015-01-05,,W000802,Sheldon Whitehouse,RI,I,D,majority,Committee on the Judiciary,SSJU00,5,,Member,S.Res.17,2013-01-24
113,2013-01-24,False,2015-01-05,,W000805,Mark R. Warner,VA,II,D,majority,Select Committee on Intelligence,SLIN00,6,,Member,S.Res.17,2013-01-24
113,2013-01-24,False,2015-01-05,,W000805,Mark R. Warner,VA,II,D,majority,"Committee on Banking, Housing, and Urban Affairs",SSBK00,7,,Member,S.Res.17,2013-01-24
113,2013-01-24,False,2015-01-05,,W000805,Mark R. Warner,VA,II,D,majority,Committee on the Budget,SSBU00,7,,Member,S.Res.17,2013-01-24
113,2013-01-24,False,2015-01-05,,W000805,Mark R. Warner,VA,II,D,majority,"Committee on Commerce, Science, and Transportation",SSCM00,10,,Member,S.Res.17,2013-01-24
113,2013-01-24,False,2015-01-05,,W000805,Mark R. Warner,VA,II,D,majority,Committee on Rules and Administration,SSRA00,7,,Member,S.Res.17,2013-01-24
113,2013-01-24,False,2015-01-05,,W000817,Elizabeth Warren,MA,I,D,majority,Special Committee on Aging,SPAG00,11,,Member,S.Res.17,2013-01-24
113,2013-01-24,False,2015-01-05,,W000817,Elizabeth Warren,MA,I,D,majority,"Committee on Banking, Housing, and Urban Affairs",SSBK00,11,,Member,S.Res.17,2013-01-24
113,2013-01-24,False,2015-01-05,,W000817,Elizabeth Warren,MA,I,D,majority,"Committee on Health, Education, Labor, and Pensions",SSHR00,12,,Member,S.Res.17,2013-01-24
113,2013-02-12,False,2015-01-05,,C001070,"Robert P., Jr. Casey",PA,I,D,majority,Committee on Finance,SSFI00,13,,Member,S.Res.29,2013-02-12
113,2013-02-12,False,2013-07-16,temporary appointment,C001099,William M. Cowan,MA,II,D,majority,"Committee on Agriculture, Nutrition, and Forestry",SSAF00,11,,Member,S.Res.29,2013-02-12
113,2013-02-12,False,2013-07-16,temporary appointment,C001099,William M. Cowan,MA,II,D,majority,Committee on Small Business and Entrepreneurship,SSSB00,10,,Member,S.Res.29,2013-02-12
113,2013-02-12,False,2015-01-05,,D000563,Richard J. Durbin,IL,II,D,majority,Committee on Foreign Relations,SSFR00,7,,Member,S.Res.29,2013-02-12
113,2013-04-23,True,2015-01-05,,B000575,Roy Blunt,MO,III,R,minority,Joint Committee on the Library,JSLC00,,,Member,,
113,2013-04-23,True,2015-01-05,,D000563,Richard J. Durbin,IL,II,D,majority,Joint Committee on the Library,JSLC00,,,Member,,
113,2013-04-23,True,2015-01-05,,L000174,Patrick J. Leahy,VT,III,D,majority,Joint Committee on the Library,JSLC00,,,Member,,
113,2013-04-23,True,2015-01-05,,R000307,Pat Roberts,KS,II,R,minority,Joint Committee on the Library,JSLC00,,,Member,,
113,2013-04-23,True,2015-01-05,,S000148,Charles E. Schumer,NY,III,D,majority,Joint Committee on the Library,JSLC00,,,Vice Chairman,,
113,2013-06-20,False,2015-01-05,,C001088,Christopher A. Coons,DE,II,D,majority,Committee on Appropriations,SSAP00,16,,Member,S.Res.179,2013-06-20
113,2013-06-20,False,2013-10-16,temporary appointment,C001100,Jeff Chiesa,NJ,II,R,minority,"Committee on Commerce, Science, and Transportation",SSCM00,12,,Member,S.Res.180,2013-06-20
113,2013-06-20,False,2015-01-05,,H001046,Martin Heinrich,NM,I,D,majority,"Committee on Commerce, Science, and Transportation",SSCM00,13,,Member,S.Res.179,2013-06-20
113,2013-07-16,False,2015-01-05,,M000133,Edward J. Markey,MA,II,D,majority,"Committee on Commerce, Science, and Transportation",SSCM00,13,,Member,S.Res.196,2013-07-16
113,2013-07-16,False,2015-01-05,,M000133,Edward J. Markey,MA,II,D,majority,Committee on Foreign Relations,SSFR00,10,,Member,S.Res.196,2013-07-16
113,2013-07-16,False,2015-01-05,,M000133,Edward J. Markey,MA,II,D,majority,Committee on Small Business and Entrepreneurship,SSSB00,10,,Member,S.Res.196,2013-07-16
113,2013-10-31,False,2015-01-05,,B001288,Cory A. Booker,NJ,II,D,majority,"Committee on Commerce, Science, and Transportation",SSCM00,13,,Member,S.Res.283,2013-10-31
113,2013-10-31,False,2015-01-05,,B001288,Cory A. Booker,NJ,II,D,majority,Committee on Environment and Public Works,SSEV00,10,,Member,S.Res.283,2013-10-31
113,2013-10-31,False,2015-01-05,,B001288,Cory A. Booker,NJ,II,D,majority,Committee on Small Business and Entrepreneurship,SSSB00,10,,Member,S.Res.283,2013-10-31
113,2014-02-12,False,2015-01-05,,B001230,Tammy Baldwin,WI,I,D,majority,Committee on Energy and Natural Resources,SSEG00,12,,Member,S.Res.359,2014-02-12
113,2014-02-12,False,2015-01-05,,M000133,Edward J. Markey,MA,II,D,majority,Committee on Environment and Public Works,SSEV00,10,,Member,S.Res.359,2014-02-12
113,2014-02-12,False,2015-01-05,,P000590,Mark L. Pryor,AR,II,D,majority,Joint Economic Committee,JSEC00,6,,Member,S.Res.359,2014-02-12
113,2014-02-12,False,2015-01-05,,W000805,Mark R. Warner,VA,II,D,majority,Committee on Finance,SSFI00,13,,Member,S.Res.359,2014-02-12
113,2014-02-12,False,2015-01-05,,W000818,John E. Walsh,MT,II,D,majority,Special Committee on Aging,SPAG00,11,,Member,S.Res.359,2014-02-12
113,2014-02-12,False,2015-01-05,,W000818,John E. Walsh,MT,II,D,majority,"Committee on Agriculture, Nutrition, and Forestry",SSAF00,11,,Member,S.Res.359,2014-02-12
113,2014-02-12,False,2015-01-05,,W000818,John E. Walsh,MT,II,D,majority,"Committee on Commerce, Science, and Transportation",SSCM00,13,,Member,S.Res.359,2014-02-12
113,2014-02-12,False,2015-01-05,,W000818,John E. Walsh,MT,II,D,majority,Committee on Rules and Administration,SSRA00,10,,Member,S.Res.359,2014-02-12
113,2014-09-20,True,2015-01-05,,C000286,Saxby Chambliss,GA,II,R,minority,Joint Committee on Printing,JSPR00,,,Member,,
113,2014-09-20,True,2015-01-05,,R000307,Pat Roberts,KS,II,R,minority,Joint Committee on Printing,JSPR00,,,Member,,
113,2014-09-20,True,2015-01-05,,S000148,Charles E. Schumer,NY,III,D,majority,Joint Committee on Printing,JSPR00,,,Chairman,,
113,2014-09-20,True,2015-01-05,,U000039,Tom Udall,NM,II,D,majority,Joint Committee on Printing,JSPR00,,,Member,,
113,2014-09-20,True,2015-01-05,,W000805,Mark R. Warner,VA,II,D,majority,Joint Committee on Printing,JSPR00,,,Member,,
113,2014-09-21,True,2015-01-05,,A000368,Kelly Ayotte,NH,III,R,minority,Commission on Security and Cooperation in Europe,JCSE00,,,Member,,
113,2014-09-21,True,2015-01-05,,B001236,John Boozman,AR,III,R,minority,Commission on Security and Cooperation in Europe,JCSE00,,,Member,,
113,2014-09-21,True,2015-01-05,,B001277,Richard Blumenthal,CT,III,D,majority,Commission on Security and Cooperation in Europe,JCSE00,,,Member,,
113,2014-09-21,True,2015-01-05,,C000141,Benjamin L. Cardin,MD,I,D,majority,Commission on Security and Cooperation in Europe,JCSE00,,,Chairman,,
113,2014-09-21,True,2015-01-05,,C000286,Saxby Chambliss,GA,II,R,minority,Commission on Security and Cooperation in Europe,JCSE00,,,Member,,
113,2014-09-21,True,2015-01-05,,C001056,John Cornyn,TX,II,R,minority,United States Senate Caucus on International Narcotics Control,SCNC00,,,Member,,
113,2014-09-21,True,2015-01-05,,F000062,Dianne Feinstein,CA,I,D,majority,United States Senate Caucus on International Narcotics Control,SCNC00,,,Chairman,,
113,2014-09-21,True,2015-01-05,,G000386,Chuck Grassley,IA,III,R,minority,Joint Committee on Taxation,JSTX00,,,Member,,
113,2014-09-21,True,2015-01-05,,G000386,Chuck Grassley,IA,III,R,minority,United States Senate Caucus on International Narcotics Control,SCNC00,,,Member,,
113,2014-09-21,True,2015-01-05,,H000338,Orrin G. Hatch,UT,I,R,minority,Joint Committee on Taxation,JSTX00,,,Member,,
113,2014-09-21,True,2015-01-05,,I000024,James M. Inhofe,OK,II,R,minority,Select Committee on Intelligence,SLIN00,,,Ex Officio,,
113,2014-09-21,True,2015-01-05,,M000355,Mitch McConnell,KY,II,R,minority,Select Committee on Intelligence,SLIN00,,,Ex Officio,,
113,2014-09-21,True,2015-01-05,,R000146,Harry Reid,NV,III,D,majority,Select Committee on Intelligence,SLIN00,,,Ex Officio,,
113,2014-09-21,True,2015-01-05,,R000361,"John D., IV Rockefeller",WV,II,D,majority,Joint Committee on Taxation,JSTX00,,,Member,,
113,2014-09-21,True,2015-01-05,,R000584,James E. Risch,ID,II,R,minority,United States Senate Caucus on International Narcotics Control,SCNC00,,,Member,,
113,2014-09-21,True,2015-01-05,,S000148,Charles E. Schumer,NY,III,D,majority,United States Senate Caucus on International Narcotics Control,SCNC00,,,Member,,
113,2014-09-21,True,2015-01-05,,S000770,Debbie Stabenow,MI,I,D,majority,Joint Committee on Taxation,JSTX00,,,Member,,
113,2014-09-21,True,2015-01-05,,S001181,Jeanne Shaheen,NH,II,D,majority,Commission on Security and Cooperation in Europe,JCSE00,,,Member,,
113,2014-09-21,True,2015-01-05,,U000039,Tom Udall,NM,II,D,majority,Commission on Security and Cooperation in Europe,JCSE00,,,Member,,
113,2014-09-21,True,2015-01-05,,U000039,Tom Udall,NM,II,D,majority,United States Senate Caucus on International Narcotics Control,SCNC00,,,Member,,
113,2014-09-21,True,2015-01-05,,W000437,Roger F. Wicker,MS,I,R,minority,Commission on Security and Cooperation in Europe,JCSE00,,,Member,,
113,2014-09-21,True,2015-01-05,,W000779,Ron Wyden,OR,III,D,majority,Joint Committee on Taxation,JSTX00,,,Chairman,,
113,2014-09-21,True,2015-01-05,,W000802,Sheldon Whitehouse,RI,I,D,majority,Commission on Security and Cooperation in Europe,JCSE00,,,Member,,
113,2014-09-21,True,2015-01-05,,W000802,Sheldon Whitehouse,RI,I,D,majority,United States Senate Caucus on International Narcotics Control,SCNC00,,,Member,,
114,2015-01-06,False,2017-01-02,,A000360,Lamar Alexander,TN,II,R,majority,Committee on Appropriations,SSAP00,4,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,A000360,Lamar Alexander,TN,II,R,majority,Committee on Energy and Natural Resources,SSEG00,11,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,A000360,Lamar Alexander,TN,II,R,majority,"Committee on Health, Education, Labor, and Pensions",SSHR00,2,,Chairman,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,A000360,Lamar Alexander,TN,II,R,majority,Committee on Rules and Administration,SSRA00,1,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,A000368,Kelly Ayotte,NH,III,R,majority,Committee on Armed Services,SSAS00,5,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,A000368,Kelly Ayotte,NH,III,R,majority,Committee on the Budget,SSBU00,9,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,A000368,Kelly Ayotte,NH,III,R,majority,"Committee on Commerce, Science, and Transportation",SSCM00,5,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,A000368,Kelly Ayotte,NH,III,R,majority,Committee on Homeland Security and Governmental Affairs,SSGA00,6,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,A000368,Kelly Ayotte,NH,III,R,majority,Committee on Small Business and Entrepreneurship,SSSB00,9,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,B000575,Roy Blunt,MO,III,R,majority,Select Committee on Intelligence,SLIN00,6,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,B000575,Roy Blunt,MO,III,R,majority,Committee on Appropriations,SSAP00,9,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,B000575,Roy Blunt,MO,III,R,majority,"Committee on Commerce, Science, and Transportation",SSCM00,3,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,B000575,Roy Blunt,MO,III,R,majority,Committee on Rules and Administration,SSRA00,6,,Chairman,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,B001135,Richard Burr,NC,III,R,majority,Select Committee on Intelligence,SLIN00,1,,Chairman,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,B001135,Richard Burr,NC,III,R,majority,Committee on Finance,SSFI00,8,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,B001135,Richard Burr,NC,III,R,majority,"Committee on Health, Education, Labor, and Pensions",SSHR00,3,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,B001236,John Boozman,AR,III,R,majority,"Committee on Agriculture, Nutrition, and Forestry",SSAF00,4,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,B001236,John Boozman,AR,III,R,majority,Committee on Appropriations,SSAP00,12,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,B001236,John Boozman,AR,III,R,majority,Committee on Environment and Public Works,SSEV00,6,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,B001236,John Boozman,AR,III,R,majority,Committee on Rules and Administration,SSRA00,9,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,B001236,John Boozman,AR,III,R,majority,Committee on Veterans' Affairs,SSVA00,3,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,B001261,John Barrasso,WY,I,R,majority,Committee on Indian Affairs,SLIA00,3,,Chairman,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,B001261,John Barrasso,WY,I,R,majority,Committee on Energy and Natural Resources,SSEG00,2,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,B001261,John Barrasso,WY,I,R,majority,Committee on Environment and Public Works,SSEV00,3,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,B001261,John Barrasso,WY,I,R,majority,Committee on Foreign Relations,SSFR00,10,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,C000542,Daniel Coats,IN,III,R,majority,Joint Economic Committee,JSEC00,1,,Chairman,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,C000542,Daniel Coats,IN,III,R,majority,Select Committee on Intelligence,SLIN00,3,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,C000542,Daniel Coats,IN,III,R,majority,Committee on Finance,SSFI00,12,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,C000567,Thad Cochran,MS,II,R,majority,"Committee on Agriculture, Nutrition, and Forestry",SSAF00,1,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,C000567,Thad Cochran,MS,II,R,majority,Committee on Appropriations,SSAP00,1,,Chairman,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,C000567,Thad Cochran,MS,II,R,majority,Committee on Rules and Administration,SSRA00,3,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,C000880,Mike Crapo,ID,III,R,majority,Committee on Indian Affairs,SLIA00,7,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,C000880,Mike Crapo,ID,III,R,majority,"Committee on Banking, Housing, and Urban Affairs",SSBK00,2,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,C000880,Mike Crapo,ID,III,R,majority,Committee on the Budget,SSBU00,4,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,C000880,Mike Crapo,ID,III,R,majority,Committee on Environment and Public Works,SSEV00,5,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,C000880,Mike Crapo,ID,III,R,majority,Committee on Finance,SSFI00,3,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,C001035,Susan M. Collins,ME,II,R,majority,Select Committee on Intelligence,SLIN00,5,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,C001035,Susan M. Collins,ME,II,R,majority,Special Committee on Aging,SPAG00,1,,Chairman,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,C001035,Susan M. Collins,ME,II,R,majority,Committee on Appropriations,SSAP00,5,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,C001035,Susan M. Collins,ME,II,R,majority,"Committee on Health, Education, Labor, and Pensions",SSHR00,6,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,C001047,Shelley Moore Capito,WV,II,R,majority,Committee on Appropriations,SSAP00,13,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,C001047,Shelley Moore Capito,WV,II,R,majority,Committee on Energy and Natural Resources,SSEG00,12,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,C001047,Shelley Moore Capito,WV,II,R,majority,Committee on Environment and Public Works,SSEV00,4,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,C001047,Shelley Moore Capito,WV,II,R,majority,Committee on Rules and Administration,SSRA00,8,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,C001056,John Cornyn,TX,II,R,majority,Committee on Finance,SSFI00,6,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,C001056,John Cornyn,TX,II,R,majority,Committee on the Judiciary,SSJU00,5,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,C001071,Bob Corker,TN,I,R,majority,Special Committee on Aging,SPAG00,6,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,C001071,Bob Corker,TN,I,R,majority,"Committee on Banking, Housing, and Urban Affairs",SSBK00,3,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,C001071,Bob Corker,TN,I,R,majority,Committee on the Budget,SSBU00,11,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,C001071,Bob Corker,TN,I,R,majority,Committee on Foreign Relations,SSFR00,1,,Chairman,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,C001075,Bill Cassidy,LA,II,R,majority,Joint Economic Committee,JSEC00,6,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,C001075,Bill Cassidy,LA,II,R,majority,Committee on Appropriations,SSAP00,14,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,C001075,Bill Cassidy,LA,II,R,majority,Committee on Energy and Natural Resources,SSEG00,7,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,C001075,Bill Cassidy,LA,II,R,majority,"Committee on Health, Education, Labor, and Pensions",SSHR00,12,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,C001075,Bill Cassidy,LA,II,R,majority,Committee on Veterans' Affairs,SSVA00,5,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,C001095,Tom Cotton,AR,II,R,majority,Joint Economic Committee,JSEC00,3,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,C001095,Tom Cotton,AR,II,R,majority,Select Committee on Intelligence,SLIN00,8,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,C001095,Tom Cotton,AR,II,R,majority,Special Committee on Aging,SPAG00,8,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,C001095,Tom Cotton,AR,II,R,majority,Committee on Armed Services,SSAS00,7,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,C001095,Tom Cotton,AR,II,R,majority,"Committee on Banking, Housing, and Urban Affairs",SSBK00,10,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,C001098,Ted Cruz,TX,I,R,majority,Joint Economic Committee,JSEC00,5,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,C001098,Ted Cruz,TX,I,R,majority,Committee on Armed Services,SSAS00,14,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,C001098,Ted Cruz,TX,I,R,majority,"Committee on Commerce, Science, and Transportation",SSCM00,6,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,C001098,Ted Cruz,TX,I,R,majority,Committee on the Judiciary,SSJU00,7,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,C001098,Ted Cruz,TX,I,R,majority,Committee on Rules and Administration,SSRA00,7,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,D000618,Steve Daines,MT,II,R,majority,Committee on Indian Affairs,SLIA00,6,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,D000618,Steve Daines,MT,II,R,majority,Committee on Appropriations,SSAP00,16,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,D000618,Steve Daines,MT,II,R,majority,"Committee on Commerce, Science, and Transportation",SSCM00,13,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,D000618,Steve Daines,MT,II,R,majority,Committee on Energy and Natural Resources,SSEG00,6,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,E000285,Michael B. Enzi,WY,II,R,majority,Committee on the Budget,SSBU00,2,,Chairman,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,E000285,Michael B. Enzi,WY,II,R,majority,Committee on Finance,SSFI00,5,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,E000285,Michael B. Enzi,WY,II,R,majority,Committee on Homeland Security and Governmental Affairs,SSGA00,7,,Member,S.Res.18,2015-01-06
114,2015-01-06,False,2017-01-02,,E000285,Michael B. Enzi,WY,II,R,majority,"Committee on Health, Education, Labor, and Pensions",SSHR00,1,,Member,S.Res.18,2015-01-06
