congress,start_date,start_date_imputed,end_date,departure_reason,bioguide_id,member_name,state,senator_class,party,party_designation,committee_name,committee_code,resolution_rank,roster_snapshot_rank,position,resolution,resolution_date
112,2011-02-03,False,2013-01-02,,I000055,Johnny Isakson,GA,III,R,minority,Committee on Foreign Relations,SSFR00,7,,Member,S.Res.43,2011-02-03
112,2011-02-03,False,2013-01-02,,I000055,Johnny Isakson,GA,III,R,minority,"Committee on Health, Education, Labor, and Pensions",SSHR00,4,,Member,S.Res.43,2011-02-03
112,2011-02-03,False,2013-01-02,,I000055,Johnny Isakson,GA,III,R,minority,Committee on Veterans' Affairs,SSVA00,2,,Member,S.Res.43,2011-02-03
112,2011-02-03,False,2013-01-02,,J000177,Tim Johnson,SD,II,D,majority,Committee on Indian Affairs,SLIA00,4,,Member,S.Res.42,2011-02-03
112,2011-02-03,False,2013-01-02,,J000177,Tim Johnson,SD,II,D,majority,Committee on Appropriations,SSAP00,9,,Member,S.Res.42,2011-02-03
112,2011-02-03,False,2013-01-02,,J000177,Tim Johnson,SD,II,D,majority,"Committee on Banking, Housing, and Urban Affairs",SSBK00,1,,Chairman,S.Res.42,2011-02-03
112,2011-02-03,False,2013-01-02,,J000177,Tim Johnson,SD,II,D,majority,Committee on Energy and Natural Resources,SSEG00,3,,Member,S.Res.42,2011-02-03
112,2011-02-03,False,2013-01-02,,J000291,Mike Johanns,NE,II,R,minority,Committee on Indian Affairs,SLIA00,6,,Member,S.Res.43,2011-02-03
112,2011-02-03,False,2013-01-02,,J000291,Mike Johanns,NE,II,R,minority,"Committee on Agriculture, Nutrition, and Forestry",SSAF00,6,,Member,S.Res.43,2011-02-03
112,2011-02-03,False,2013-01-02,,J000291,Mike Johanns,NE,II,R,minority,"Committee on Banking, Housing, and Urban Affairs",SSBK00,6,,Member,S.Res.43,2011-02-03
112,2011-02-03,False,2013-01-02,,J000291,Mike Johanns,NE,II,R,minority,Committee on Environment and Public Works,SSEV00,7,,Member,S.Res.43,2011-02-03
112,2011-02-03,False,2013-01-02,,J000291,Mike Johanns,NE,II,R,minority,Committee on Veterans' Affairs,SSVA00,4,,Member,S.Res.43,2011-02-03
112,2011-02-03,False,2013-01-02,,J000293,Ron Johnson,WI,III,R,minority,Special Committee on Aging,SPAG00,6,,Member,S.Res.43,2011-02-03
112,2011-02-03,False,2013-01-02,,J000293,Ron Johnson,WI,III,R,majority,Committee on Appropriations,SSAP00,9,,Member,S.Res.42,2011-02-03
