congress,date,resolution,party_designation,committee,member,rank,role
108,2003-01-14,S.Res.18,majority,Budget,Mr. Nickles,1,Chairman
108,2003-01-14,S.Res.18,majority,Budget,Mr. Domenici,2,
108,2003-01-14,S.Res.18,majority,Budget,Mr. Grassley,3,
108,2003-01-14,S.Res.18,majority,Budget,Mr. Gregg,4,
108,2003-01-14,S.Res.18,majority,Budget,Mr. Allard,5,
108,2003-01-14,S.Res.18,majority,Budget,Mr. Burns,6,
108,2003-01-14,S.Res.18,majority,Budget,Mr. Enzi,7,
108,2003-01-14,S.Res.18,majority,Budget,Mr. Sessions,8,
108,2003-01-14,S.Res.18,majority,Budget,Mr. Bunning,9,
108,2003-01-14,S.Res.18,majority,Budget,Mr. Crapo,10,
108,2003-01-14,S.Res.18,majority,Budget,Mr. Ensign,11,
108,2003-01-14,S.Res.18,majority,Budget,Mr. Cornyn. Select,12,
108,2003-01-14,S.Res.18,majority,Ethics,Mr. Voinovich,1,Chairman
108,2003-01-14,S.Res.18,majority,Ethics,Mr. Roberts,2,
108,2003-01-14,S.Res.18,majority,Ethics,Mr. Thomas,3,
108,2003-01-14,S.Res.18,majority,Indian Affairs,Mr. Campbell,1,Chairman
108,2003-01-14,S.Res.18,majority,Indian Affairs,Mr. McCain,2,
108,2003-01-14,S.Res.18,majority,Indian Affairs,Mr. Domenici,3,
108,2003-01-14,S.Res.18,majority,Indian Affairs,Mr. Thomas,4,
108,2003-01-14,S.Res.18,majority,Indian Affairs,Mr. Hatch,5,
108,2003-01-14,S.Res.18,majority,Indian Affairs,Mr. Inhofe,6,
108,2003-01-14,S.Res.18,majority,Indian Affairs,Mr. Smith,7,
108,2003-01-14,S.Res.18,majority,Indian Affairs,Ms. Murkowski. Select,8,
108,2003-01-14,S.Res.18,majority,Intelligence,Mr. Roberts,1,Chairman
108,2003-01-14,S.Res.18,majority,Intelligence,Mr. Hatch,2,
108,2003-01-14,S.Res.18,majority,Intelligence,Mr. DeWine,3,
108,2003-01-14,S.Res.18,majority,Intelligence,Mr. Bond,4,
108,2003-01-14,S.Res.18,majority,Intelligence,Mr. Lott,5,
108,2003-01-14,S.Res.18,majority,Intelligence,Ms. Snowe,6,
108,2003-01-14,S.Res.18,majority,Intelligence,Mr. Hagel,7,
108,2003-01-14,S.Res.18,majority,Intelligence,Mr. Chambliss,8,
108,2003-01-14,S.Res.18,majority,Intelligence,Mr. Warner. Joint Economic Committee: Mr. Bennett,9,Chairman
108,2003-01-14,S.Res.18,majority,Intelligence,Mr. Brownback,10,
108,2003-01-14,S.Res.18,majority,Intelligence,Mr. Sessions,11,
108,2003-01-14,S.Res.18,majority,Intelligence,Mr. Sununu,12,
108,2003-01-14,S.Res.18,majority,Intelligence,Mr. Alexander,13,
108,2003-01-14,S.Res.18,majority,Intelligence,Ms. Collins. Sec. 2. The salary allocation for each Senate committee and subgroup shall reflect the level set forth in the Senate Joint Leadership Letter which shall be printed in the Congressional Record following the adoption of this resolution. &lt;all&gt,14,
109,2006-01-18,S.Res.348,minority,"Banking, Housing, and Urban Affairs",Mr. Sarbanes,1,Ranking Member
109,2006-01-18,S.Res.348,minority,"Banking, Housing, and Urban Affairs",Mr. Dodd,2,
109,2006-01-18,S.Res.348,minority,"Banking, Housing, and Urban Affairs",Mr. Johnson,3,
109,2006-01-18,S.Res.348,minority,"Banking, Housing, and Urban Affairs",Mr. Reed,4,
109,2006-01-18,S.Res.348,minority,"Banking, Housing, and Urban Affairs",Mr. Schumer,5,
109,2006-01-18,S.Res.348,minority,"Banking, Housing, and Urban Affairs",Mr. Bayh,6,
109,2006-01-18,S.Res.348,minority,"Banking, Housing, and Urban Affairs",Mr. Carper,7,
109,2006-01-18,S.Res.348,minority,"Banking, Housing, and Urban Affairs",Ms. Stabenow,8,
109,2006-01-18,S.Res.348,minority,"Banking, Housing, and Urban Affairs",Mr. Menendez,9,
109,2006-01-18,S.Res.348,minority,Energy and Natural Resources,Mr. Bingaman,1,Ranking Member
109,2006-01-18,S.Res.348,minority,Energy and Natural Resources,Mr. Akaka,2,
109,2006-01-18,S.Res.348,minority,Energy and Natural Resources,Mr. Dorgan,3,
109,2006-01-18,S.Res.348,minority,Energy and Natural Resources,Mr. Wyden,4,
109,2006-01-18,S.Res.348,minority,Energy and Natural Resources,Mr. Johnson,5,
109,2006-01-18,S.Res.348,minority,Energy and Natural Resources,Ms. Landrieu,6,
109,2006-01-18,S.Res.348,minority,Energy and Natural Resources,Mrs. Feinstein,7,
109,2006-01-18,S.Res.348,minority,Energy and Natural Resources,Ms. Cantwell,8,
109,2006-01-18,S.Res.348,minority,Energy and Natural Resources,Mr. Salazar,9,
109,2006-01-18,S.Res.348,minority,Energy and Natural Resources,Mr. Menendez,10,
109,2006-01-18,S.Res.348,minority,Special Committee on Aging,Mr. Kohl,1,Ranking Member
109,2006-01-18,S.Res.348,minority,Special Committee on Aging,Mr. Jeffords,2,
109,2006-01-18,S.Res.348,minority,Special Committee on Aging,Mr. Wyden,3,
109,2006-01-18,S.Res.348,minority,Special Committee on Aging,Mrs. Lincoln,4,
109,2006-01-18,S.Res.348,minority,Special Committee on Aging,Mr. Bayh,5,
109,2006-01-18,S.Res.348,minority,Special Committee on Aging,Mr. Carper,6,
109,2006-01-18,S.Res.348,minority,Special Committee on Aging,Mr. Nelson of Florida,7,
109,2006-01-18,S.Res.348,minority,Special Committee on Aging,Mrs. Clinton,8,
109,2006-01-18,S.Res.348,minority,Special Committee on Aging,Mr. Salazar,9,
109,2006-01-18,S.Res.348,minority,Budget,Mr. Conrad,1,Ranking Member
109,2006-01-18,S.Res.348,minority,Budget,Mr. Sarbanes,2,
109,2006-01-18,S.Res.348,minority,Budget,Mrs. Murray,3,
109,2006-01-18,S.Res.348,minority,Budget,Mr. Wyden,4,
109,2006-01-18,S.Res.348,minority,Budget,Mr. Feingold,5,
109,2006-01-18,S.Res.348,minority,Budget,Mr. Johnson,6,
109,2006-01-18,S.Res.348,minority,Budget,Mr. Byrd,7,
109,2006-01-18,S.Res.348,minority,Budget,Mr. Nelson of Florida,8,
109,2006-01-18,S.Res.348,minority,Budget,Ms. Stabenow,9,
109,2006-01-18,S.Res.348,minority,Budget,Mr. Menendez,10,
109,2006-01-18,S.Res.348,minority,Select Committee on Ethics,Mr. Johnson,1,Vice Chairman
109,2006-01-18,S.Res.348,minority,Select Committee on Ethics,Mr. Pryor,2,
109,2006-01-18,S.Res.348,minority,Select Committee on Ethics,Mr. Salazar,3,
109,2006-01-18,S.Res.348,minority,Select Committee on Intelligence,Mr. Rockefeller,1,Vice Chairman
109,2006-01-18,S.Res.348,minority,Select Committee on Intelligence,Mr. Levin,2,
109,2006-01-18,S.Res.348,minority,Select Committee on Intelligence,Mrs. Feinstein,3,
109,2006-01-18,S.Res.348,minority,Select Committee on Intelligence,Mr. Wyden,4,
109,2006-01-18,S.Res.348,minority,Select Committee on Intelligence,Mr. Bayh,5,
109,2006-01-18,S.Res.348,minority,Select Committee on Intelligence,Ms. Mikulski,6,
109,2006-01-18,S.Res.348,minority,Select Committee on Intelligence,Mr. Feingold,7,
110,2007-01-12,S.Res.27,majority,"Agriculture, Nutrition, and Forestry",Mr. Harkin,1,Chairman
110,2007-01-12,S.Res.27,majority,"Agriculture, Nutrition, and Forestry",Mr. Leahy,2,
110,2007-01-12,S.Res.27,majority,"Agriculture, Nutrition, and Forestry",Mr. Conrad,3,
110,2007-01-12,S.Res.27,majority,"Agriculture, Nutrition, and Forestry",Mr. Baucus,4,
110,2007-01-12,S.Res.27,majority,"Agriculture, Nutrition, and Forestry",Mrs. Lincoln,5,
110,2007-01-12,S.Res.27,majority,"Agriculture, Nutrition, and Forestry",Ms. Stabenow,6,
110,2007-01-12,S.Res.27,majority,"Agriculture, Nutrition, and Forestry",Mr. Nelson (Nebraska),7,
110,2007-01-12,S.Res.27,majority,"Agriculture, Nutrition, and Forestry",Mr. Salazar,8,
110,2007-01-12,S.Res.27,majority,"Agriculture, Nutrition, and Forestry",Mr. Brown,9,
110,2007-01-12,S.Res.27,majority,"Agriculture, Nutrition, and Forestry",Mr. Casey,10,
110,2007-01-12,S.Res.27,majority,"Agriculture, Nutrition, and Forestry",Ms. Klobuchar,11,
110,2007-01-12,S.Res.27,majority,Appropriations,Mr. Byrd,1,Chairman
110,2007-01-12,S.Res.27,majority,Appropriations,Mr. Inouye,2,
110,2007-01-12,S.Res.27,majority,Appropriations,Mr. Leahy,3,
110,2007-01-12,S.Res.27,majority,Appropriations,Mr. Harkin,4,
110,2007-01-12,S.Res.27,majority,Appropriations,Ms. Mikulski,5,
110,2007-01-12,S.Res.27,majority,Appropriations,Mr. Kohl,6,
110,2007-01-12,S.Res.27,majority,Appropriations,Mrs. Murray,7,
110,2007-01-12,S.Res.27,majority,Appropriations,Mr. Dorgan,8,
110,2007-01-12,S.Res.27,majority,Appropriations,Mrs. Feinstein,9,
110,2007-01-12,S.Res.27,majority,Appropriations,Mr. Durbin,10,
110,2007-01-12,S.Res.27,majority,Appropriations,Mr. Johnson,11,
110,2007-01-12,S.Res.27,majority,Appropriations,Ms. Landrieu,12,
110,2007-01-12,S.Res.27,majority,Appropriations,Mr. Reed,13,
110,2007-01-12,S.Res.27,majority,Appropriations,Mr. Lautenberg,14,
110,2007-01-12,S.Res.27,majority,Appropriations,Mr. Nelson (Nebraska),15,
110,2007-01-12,S.Res.27,majority,Armed Services,Mr. Levin,1,Chairman
110,2007-01-12,S.Res.27,majority,Armed Services,Mr. Kennedy,2,
110,2007-01-12,S.Res.27,majority,Armed Services,Mr. Byrd,3,
110,2007-01-12,S.Res.27,majority,Armed Services,Mr. Lieberman,4,
110,2007-01-12,S.Res.27,majority,Armed Services,Mr. Reed,5,
110,2007-01-12,S.Res.27,majority,Armed Services,Mr. Akaka,6,
110,2007-01-12,S.Res.27,majority,Armed Services,Mr. Nelson (Florida),7,
110,2007-01-12,S.Res.27,majority,Armed Services,Mr. Nelson (Nebraska),8,
110,2007-01-12,S.Res.27,majority,Armed Services,Mr. Bayh,9,
110,2007-01-12,S.Res.27,majority,Armed Services,Mrs. Clinton,10,
110,2007-01-12,S.Res.27,majority,Armed Services,Mr. Pryor,11,
110,2007-01-12,S.Res.27,majority,Armed Services,Mr. Webb,12,
110,2007-01-12,S.Res.27,majority,Armed Services,Mrs. McCaskill,13,
110,2007-01-12,S.Res.27,majority,"Banking, Housing, and Urban Affairs",Mr. Dodd,1,Chairman
110,2007-01-12,S.Res.27,majority,"Banking, Housing, and Urban Affairs",Mr. Johnson,2,
110,2007-01-12,S.Res.27,majority,"Banking, Housing, and Urban Affairs",Mr. Reed,3,
110,2007-01-12,S.Res.27,majority,"Banking, Housing, and Urban Affairs",Mr. Schumer,4,
110,2007-01-12,S.Res.27,majority,"Banking, Housing, and Urban Affairs",Mr. Bayh,5,
110,2007-01-12,S.Res.27,majority,"Banking, Housing, and Urban Affairs",Mr. Carper,6,
110,2007-01-12,S.Res.27,majority,"Banking, Housing, and Urban Affairs",Mr. Menendez,7,
110,2007-01-12,S.Res.27,majority,"Banking, Housing, and Urban Affairs",Mr. Akaka,8,
110,2007-01-12,S.Res.27,majority,"Banking, Housing, and Urban Affairs",Mr. Brown,9,
110,2007-01-12,S.Res.27,majority,"Banking, Housing, and Urban Affairs",Mr. Casey,10,
110,2007-01-12,S.Res.27,majority,"Banking, Housing, and Urban Affairs",Mr. Tester,11,
110,2007-01-12,S.Res.27,majority,"Commerce, Science, and Transportation",Mr. Inouye,1,Chairman
110,2007-01-12,S.Res.27,majority,"Commerce, Science, and Transportation",Mr. Rockefeller,2,
110,2007-01-12,S.Res.27,majority,"Commerce, Science, and Transportation",Mr. Kerry,3,
110,2007-01-12,S.Res.27,majority,"Commerce, Science, and Transportation",Mr. Dorgan,4,
110,2007-01-12,S.Res.27,majority,"Commerce, Science, and Transportation",Mrs. Boxer,5,
110,2007-01-12,S.Res.27,majority,"Commerce, Science, and Transportation",Mr. Nelson (Florida),6,
110,2007-01-12,S.Res.27,majority,"Commerce, Science, and Transportation",Ms. Cantwell,7,
110,2007-01-12,S.Res.27,majority,"Commerce, Science, and Transportation",Mr. Lautenberg,8,
110,2007-01-12,S.Res.27,majority,"Commerce, Science, and Transportation",Mr. Pryor,9,
110,2007-01-12,S.Res.27,majority,"Commerce, Science, and Transportation",Mr. Carper,10,
110,2007-01-12,S.Res.27,majority,"Commerce, Science, and Transportation",Mrs. McCaskill,11,
110,2007-01-12,S.Res.27,majority,"Commerce, Science, and Transportation",Ms. Klobuchar,12,
110,2007-01-12,S.Res.27,majority,Energy and Natural Resources,Mr. Bingaman,1,Chairman
110,2007-01-12,S.Res.27,majority,Energy and Natural Resources,Mr. Akaka,2,
110,2007-01-12,S.Res.27,majority,Energy and Natural Resources,Mr. Dorgan,3,
110,2007-01-12,S.Res.27,majority,Energy and Natural Resources,Mr. Wyden,4,
110,2007-01-12,S.Res.27,majority,Energy and Natural Resources,Mr. Johnson,5,
110,2007-01-12,S.Res.27,majority,Energy and Natural Resources,Ms. Landrieu,6,
110,2007-01-12,S.Res.27,majority,Energy and Natural Resources,Ms. Cantwell,7,
110,2007-01-12,S.Res.27,majority,Energy and Natural Resources,Mr. Salazar,8,
110,2007-01-12,S.Res.27,majority,Energy and Natural Resources,Mr. Menendez,9,
110,2007-01-12,S.Res.27,majority,Energy and Natural Resources,Mrs. Lincoln,10,
110,2007-01-12,S.Res.27,majority,Energy and Natural Resources,Mr. Sanders,11,
110,2007-01-12,S.Res.27,majority,Energy and Natural Resources,Mr. Tester,12,
110,2007-01-12,S.Res.27,majority,Environment and Public Works,Mrs. Boxer,1,Chairman
110,2007-01-12,S.Res.27,majority,Environment and Public Works,Mr. Baucus,2,
110,2007-01-12,S.Res.27,majority,Environment and Public Works,Mr. Lieberman,3,
110,2007-01-12,S.Res.27,majority,Environment and Public Works,Mr. Carper,4,
110,2007-01-12,S.Res.27,majority,Environment and Public Works,Mrs. Clinton,5,
110,2007-01-12,S.Res.27,majority,Environment and Public Works,Mr. Lautenberg,6,
110,2007-01-12,S.Res.27,majority,Environment and Public Works,Mr. Cardin,7,
110,2007-01-12,S.Res.27,majority,Environment and Public Works,Mr. Sanders,8,
110,2007-01-12,S.Res.27,majority,Environment and Public Works,Ms. Klobuchar,9,
110,2007-01-12,S.Res.27,majority,Environment and Public Works,Mr. Whitehouse,10,
110,2007-01-12,S.Res.27,majority,Finance,Mr. Baucus,1,Chairman
110,2007-01-12,S.Res.27,majority,Finance,Mr. Rockefeller,2,
110,2007-01-12,S.Res.27,majority,Finance,Mr. Conrad,3,
110,2007-01-12,S.Res.27,majority,Finance,Mr. Bingaman,4,
110,2007-01-12,S.Res.27,majority,Finance,Mr. Kerry,5,
110,2007-01-12,S.Res.27,majority,Finance,Mrs. Lincoln,6,
110,2007-01-12,S.Res.27,majority,Finance,Mr. Wyden,7,
110,2007-01-12,S.Res.27,majority,Finance,Mr. Schumer,8,
110,2007-01-12,S.Res.27,majority,Finance,Ms. Stabenow,9,
110,2007-01-12,S.Res.27,majority,Finance,Ms. Cantwell,10,
110,2007-01-12,S.Res.27,majority,Finance,Mr. Salazar,11,
110,2007-01-12,S.Res.27,majority,Foreign Relations,Mr. Biden,1,Chairman
110,2007-01-12,S.Res.27,majority,Foreign Relations,Mr. Dodd,2,
110,2007-01-12,S.Res.27,majority,Foreign Relations,Mr. Kerry,3,
110,2007-01-12,S.Res.27,majority,Foreign Relations,Mr. Feingold,4,
110,2007-01-12,S.Res.27,majority,Foreign Relations,Mrs. Boxer,5,
110,2007-01-12,S.Res.27,majority,Foreign Relations,Mr. Nelson (Florida),6,
110,2007-01-12,S.Res.27,majority,Foreign Relations,Mr. Obama,7,
110,2007-01-12,S.Res.27,majority,Foreign Relations,Mr. Menendez,8,
110,2007-01-12,S.Res.27,majority,Foreign Relations,Mr. Cardin,9,
110,2007-01-12,S.Res.27,majority,Foreign Relations,Mr. Casey,10,
110,2007-01-12,S.Res.27,majority,Foreign Relations,Mr. Webb,11,
110,2007-01-12,S.Res.27,majority,"Health, Education, Labor, and Pensions",Mr. Kennedy,1,Chairman
110,2007-01-12,S.Res.27,majority,"Health, Education, Labor, and Pensions",Mr. Dodd,2,
110,2007-01-12,S.Res.27,majority,"Health, Education, Labor, and Pensions",Mr. Harkin,3,
110,2007-01-12,S.Res.27,majority,"Health, Education, Labor, and Pensions",Ms. Mikulski,4,
110,2007-01-12,S.Res.27,majority,"Health, Education, Labor, and Pensions",Mr. Bingaman,5,
110,2007-01-12,S.Res.27,majority,"Health, Education, Labor, and Pensions",Mrs. Murray,6,
110,2007-01-12,S.Res.27,majority,"Health, Education, Labor, and Pensions",Mr. Reed,7,
110,2007-01-12,S.Res.27,majority,"Health, Education, Labor, and Pensions",Mrs. Clinton,8,
110,2007-01-12,S.Res.27,majority,"Health, Education, Labor, and Pensions",Mr. Obama,9,
110,2007-01-12,S.Res.27,majority,"Health, Education, Labor, and Pensions",Mr. Sanders,10,
110,2007-01-12,S.Res.27,majority,"Health, Education, Labor, and Pensions",Mr. Brown,11,
110,2007-01-12,S.Res.27,majority,Homeland Security and Governmental Affairs,Mr. Lieberman,1,Chairman
110,2007-01-12,S.Res.27,majority,Homeland Security and Governmental Affairs,Mr. Levin,2,
110,2007-01-12,S.Res.27,majority,Homeland Security and Governmental Affairs,Mr. Akaka,3,
110,2007-01-12,S.Res.27,majority,Homeland Security and Governmental Affairs,Mr. Carper,4,
110,2007-01-12,S.Res.27,majority,Homeland Security and Governmental Affairs,Mr. Pryor,5,
110,2007-01-12,S.Res.27,majority,Homeland Security and Governmental Affairs,Ms. Landrieu,6,
110,2007-01-12,S.Res.27,majority,Homeland Security and Governmental Affairs,Mr. Obama,7,
110,2007-01-12,S.Res.27,majority,Homeland Security and Governmental Affairs,Mrs. McCaskill,8,
110,2007-01-12,S.Res.27,majority,Homeland Security and Governmental Affairs,Mr. Tester,9,
110,2007-01-12,S.Res.27,majority,Judiciary,Mr. Leahy,1,Chairman
110,2007-01-12,S.Res.27,majority,Judiciary,Mr. Kennedy,2,
110,2007-01-12,S.Res.27,majority,Judiciary,Mr. Biden,3,
110,2007-01-12,S.Res.27,majority,Judiciary,Mr. Kohl,4,
110,2007-01-12,S.Res.27,majority,Judiciary,Mrs. Feinstein,5,
110,2007-01-12,S.Res.27,majority,Judiciary,Mr. Feingold,6,
110,2007-01-12,S.Res.27,majority,Judiciary,Mr. Schumer,7,
110,2007-01-12,S.Res.27,majority,Judiciary,Mr. Durbin,8,
110,2007-01-12,S.Res.27,majority,Judiciary,Mr. Cardin,9,
110,2007-01-12,S.Res.27,majority,Judiciary,Mr. Whitehouse,10,
110,2007-01-12,S.Res.27,majority,Select Committee on Intelligence,Mr. Rockefeller,1,
110,2007-01-12,S.Res.27,majority,Select Committee on Intelligence,Mrs. Feinstein,2,
110,2007-01-12,S.Res.27,majority,Select Committee on Intelligence,Mr. Wyden,3,
110,2007-01-12,S.Res.27,majority,Select Committee on Intelligence,Mr. Bayh,4,
110,2007-01-12,S.Res.27,majority,Select Committee on Intelligence,Ms. Mikulski,5,
110,2007-01-12,S.Res.27,majority,Select Committee on Intelligence,Mr. Feingold,6,
110,2007-01-12,S.Res.27,majority,Select Committee on Intelligence,Mr. Nelson (Florida),7,
110,2007-01-12,S.Res.27,majority,Select Committee on Intelligence,Mr. Whitehouse,8,
110,2007-01-12,S.Res.27,majority,Select Committee on Intelligence,Mr. Levin,9,Ex Officio
110,2007-01-12,S.Res.27,majority,Budget,Mr. Conrad,1,Chairman
110,2007-01-12,S.Res.27,majority,Budget,Mrs. Murray,2,
110,2007-01-12,S.Res.27,majority,Budget,Mr. Wyden,3,
110,2007-01-12,S.Res.27,majority,Budget,Mr. Feingold,4,
110,2007-01-12,S.Res.27,majority,Budget,Mr. Byrd,5,
110,2007-01-12,S.Res.27,majority,Budget,Mr. Nelson (Florida),6,
110,2007-01-12,S.Res.27,majority,Budget,Ms. Stabenow,7,
110,2007-01-12,S.Res.27,majority,Budget,Mr. Menendez,8,
110,2007-01-12,S.Res.27,majority,Budget,Mr. Cardin,9,
110,2007-01-12,S.Res.27,majority,Budget,Mr. Lautenberg,10,
110,2007-01-12,S.Res.27,majority,Budget,Mr. Sanders,11,
110,2007-01-12,S.Res.27,majority,Budget,Mr. Whitehouse,12,
110,2007-01-12,S.Res.27,majority,Rules and Administration,Mrs. Feinstein,1,Chairman
110,2007-01-12,S.Res.27,majority,Rules and Administration,Mr. Dodd,2,
110,2007-01-12,S.Res.27,majority,Rules and Administration,Mr. Byrd,3,
110,2007-01-12,S.Res.27,majority,Rules and Administration,Mr. Inouye,4,
110,2007-01-12,S.Res.27,majority,Rules and Administration,Mr. Schumer,5,
110,2007-01-12,S.Res.27,majority,Rules and Administration,Mr. Durbin,6,
110,2007-01-12,S.Res.27,majority,Rules and Administration,Mr. Nelson (Nebraska),7,
110,2007-01-12,S.Res.27,majority,Rules and Administration,Mr. Reid,8,
110,2007-01-12,S.Res.27,majority,Rules and Administration,Mrs. Murray,9,
110,2007-01-12,S.Res.27,majority,Rules and Administration,Mr. Pryor,10,
110,2007-01-12,S.Res.27,majority,Small Business and Entrepreneurship,Mr. Kerry,1,Chairman
110,2007-01-12,S.Res.27,majority,Small Business and Entrepreneurship,Mr. Levin,2,
110,2007-01-12,S.Res.27,majority,Small Business and Entrepreneurship,Mr. Harkin,3,
110,2007-01-12,S.Res.27,majority,Small Business and Entrepreneurship,Mr. Lieberman,4,
110,2007-01-12,S.Res.27,majority,Small Business and Entrepreneurship,Ms. Landrieu,5,
110,2007-01-12,S.Res.27,majority,Small Business and Entrepreneurship,Ms. Cantwell,6,
110,2007-01-12,S.Res.27,majority,Small Business and Entrepreneurship,Mr. Bayh,7,
110,2007-01-12,S.Res.27,majority,Small Business and Entrepreneurship,Mr. Pryor,8,
110,2007-01-12,S.Res.27,majority,Small Business and Entrepreneurship,Mr. Cardin,9,
110,2007-01-12,S.Res.27,majority,Small Business and Entrepreneurship,Mr. Tester,10,
110,2007-01-12,S.Res.27,majority,Veterans' Affairs,Mr. Akaka,1,Chairman
110,2007-01-12,S.Res.27,majority,Veterans' Affairs,Mr. Rockefeller,2,
110,2007-01-12,S.Res.27,majority,Veterans' Affairs,Mrs. Murray,3,
110,2007-01-12,S.Res.27,majority,Veterans' Affairs,Mr. Obama,4,
110,2007-01-12,S.Res.27,majority,Veterans' Affairs,Mr. Sanders,5,
110,2007-01-12,S.Res.27,majority,Veterans' Affairs,Mr. Brown,6,
110,2007-01-12,S.Res.27,majority,Veterans' Affairs,Mr. Webb,7,
110,2007-01-12,S.Res.27,majority,Veterans' Affairs,Mr. Tester,8,
110,2007-01-12,S.Res.27,majority,Special Committee on Aging,Mr. Kohl,1,Chairman
110,2007-01-12,S.Res.27,majority,Special Committee on Aging,Mr. Wyden,2,
110,2007-01-12,S.Res.27,majority,Special Committee on Aging,Mrs. Lincoln,3,
110,2007-01-12,S.Res.27,majority,Special Committee on Aging,Mr. Bayh,4,
110,2007-01-12,S.Res.27,majority,Special Committee on Aging,Mr. Carper,5,
110,2007-01-12,S.Res.27,majority,Special Committee on Aging,Mr. Nelson (Florida),6,
110,2007-01-12,S.Res.27,majority,Special Committee on Aging,Mrs. Clinton,7,
110,2007-01-12,S.Res.27,majority,Special Committee on Aging,Mr. Salazar,8,
110,2007-01-12,S.Res.27,majority,Special Committee on Aging,Mr. Casey,9,
110,2007-01-12,S.Res.27,majority,Special Committee on Aging,Mrs. McCaskill,10,
110,2007-01-12,S.Res.27,majority,Special Committee on Aging,Mr. Whitehouse,11,
110,2007-01-12,S.Res.27,majority,Joint Economic Committee,Mr. Schumer,1,Chairman
110,2007-01-12,S.Res.27,majority,Joint Economic Committee,Mr. Kennedy,2,
110,2007-01-12,S.Res.27,majority,Joint Economic Committee,Mr. Bingaman,3,
110,2007-01-12,S.Res.27,majority,Joint Economic Committee,Ms. Klobuchar,4,
110,2007-01-12,S.Res.27,majority,Joint Economic Committee,Mr. Casey,5,
110,2007-01-12,S.Res.27,majority,Joint Economic Committee,Mr. Webb,6,
110,2007-01-12,S.Res.27,majority,Select Committee on Ethics,Mr. Johnson,1,Chairman
110,2007-01-12,S.Res.27,majority,Select Committee on Ethics,Mrs. Boxer,2,Chairman in Johnson's absence
110,2007-01-12,S.Res.27,majority,Select Committee on Ethics,Mr. Pryor,3,
110,2007-01-12,S.Res.27,majority,Select Committee on Ethics,Mr. Salazar,4,
110,2007-01-12,S.Res.27,majority,Indian Affairs,Mr. Dorgan,1,Chairman
110,2007-01-12,S.Res.27,majority,Indian Affairs,Mr. Inouye,2,
110,2007-01-12,S.Res.27,majority,Indian Affairs,Mr. Conrad,3,
110,2007-01-12,S.Res.27,majority,Indian Affairs,Mr. Akaka,4,
110,2007-01-12,S.Res.27,majority,Indian Affairs,Mr. Johnson,5,
110,2007-01-12,S.Res.27,majority,Indian Affairs,Ms. Cantwell,6,
110,2007-01-12,S.Res.27,majority,Indian Affairs,Mrs. McCaskill,7,
110,2007-01-12,S.Res.27,majority,Indian Affairs,Mr. Tester,8,
110,2007-01-12,S.Res.28,minority,"Agriculture, Nutrition, and Forestry",Mr. Chambliss,1,
110,2007-01-12,S.Res.28,minority,"Agriculture, Nutrition, and Forestry",Mr. Lugar,2,
110,2007-01-12,S.Res.28,minority,"Agriculture, Nutrition, and Forestry",Mr. Cochran,3,
110,2007-01-12,S.Res.28,minority,"Agriculture, Nutrition, and Forestry",Mr. McConnell,4,
110,2007-01-12,S.Res.28,minority,"Agriculture, Nutrition, and Forestry",Mr. Roberts,5,
110,2007-01-12,S.Res.28,minority,"Agriculture, Nutrition, and Forestry",Mr. Graham,6,
110,2007-01-12,S.Res.28,minority,"Agriculture, Nutrition, and Forestry",Mr. Coleman,7,
110,2007-01-12,S.Res.28,minority,"Agriculture, Nutrition, and Forestry",Mr. Crapo,8,
110,2007-01-12,S.Res.28,minority,"Agriculture, Nutrition, and Forestry",Mr. Thune,9,
110,2007-01-12,S.Res.28,minority,"Agriculture, Nutrition, and Forestry",Mr. Grassley,10,
110,2007-01-12,S.Res.28,minority,Appropriations,Mr. Cochran,1,
110,2007-01-12,S.Res.28,minority,Appropriations,Mr. Stevens,2,
110,2007-01-12,S.Res.28,minority,Appropriations,Mr. Specter,3,
110,2007-01-12,S.Res.28,minority,Appropriations,Mr. Domenici,4,
110,2007-01-12,S.Res.28,minority,Appropriations,Mr. Bond,5,
110,2007-01-12,S.Res.28,minority,Appropriations,Mr. McConnell,6,
110,2007-01-12,S.Res.28,minority,Appropriations,Mr. Shelby,7,
110,2007-01-12,S.Res.28,minority,Appropriations,Mr. Gregg,8,
110,2007-01-12,S.Res.28,minority,Appropriations,Mr. Bennett,9,
110,2007-01-12,S.Res.28,minority,Appropriations,Mr. Craig,10,
110,2007-01-12,S.Res.28,minority,Appropriations,Mrs. Hutchison,11,
110,2007-01-12,S.Res.28,minority,Appropriations,Mr. Brownback,12,
110,2007-01-12,S.Res.28,minority,Appropriations,Mr. Allard,13,
110,2007-01-12,S.Res.28,minority,Appropriations,Mr. Alexander,14,
110,2007-01-12,S.Res.28,minority,Armed Services,Mr. McCain,1,
110,2007-01-12,S.Res.28,minority,Armed Services,Mr. Warner,2,
110,2007-01-12,S.Res.28,minority,Armed Services,Mr. Inhofe,3,
110,2007-01-12,S.Res.28,minority,Armed Services,Mr. Sessions,4,
110,2007-01-12,S.Res.28,minority,Armed Services,Ms. Collins,5,
110,2007-01-12,S.Res.28,minority,Armed Services,Mr. Ensign,6,
110,2007-01-12,S.Res.28,minority,Armed Services,Mr. Chambliss,7,
110,2007-01-12,S.Res.28,minority,Armed Services,Mr. Graham,8,
110,2007-01-12,S.Res.28,minority,Armed Services,Mrs. Dole,9,
