congress,date,resolution,party_designation,committee,member,rank,role
101,,S.Res.45,minority,"AGRICULTURE, NUTRITION, AND FORESTRY",Mr. Lugar,1,Ranking Member
101,,S.Res.45,minority,"AGRICULTURE, NUTRITION, AND FORESTRY",Mr. Dole,2,
101,,S.Res.45,minority,"AGRICULTURE, NUTRITION, AND FORESTRY",Mr. Helms,3,
101,,S.Res.45,minority,"AGRICULTURE, NUTRITION, AND FORESTRY",Mr. Cochran,4,
101,,S.Res.45,minority,"AGRICULTURE, NUTRITION, AND FORESTRY",Mr. Boschwitz,5,
101,,S.Res.45,minority,"AGRICULTURE, NUTRITION, AND FORESTRY",Mr. McConnell,6,
101,,S.Res.45,minority,"AGRICULTURE, NUTRITION, AND FORESTRY",Mr. Bond,7,
101,,S.Res.45,minority,"AGRICULTURE, NUTRITION, AND FORESTRY",Mr. Wilson,8,
101,,S.Res.45,minority,"AGRICULTURE, NUTRITION, AND FORESTRY",Mr. Gorton,9,
101,,S.Res.45,minority,APPROPRIATIONS,Mr. Hatfield,1,Ranking Member
101,,S.Res.45,minority,APPROPRIATIONS,Mr. Stevens,2,
101,,S.Res.45,minority,APPROPRIATIONS,Mr. McClure,3,
101,,S.Res.45,minority,APPROPRIATIONS,Mr. Garn,4,
101,,S.Res.45,minority,APPROPRIATIONS,Mr. Cochran,5,
101,,S.Res.45,minority,APPROPRIATIONS,Mr. Kasten,6,
101,,S.Res.45,minority,APPROPRIATIONS,Mr. D'Amato,7,
101,,S.Res.45,minority,APPROPRIATIONS,Mr. Rudman,8,
101,,S.Res.45,minority,APPROPRIATIONS,Mr. Specter,9,
101,,S.Res.45,minority,APPROPRIATIONS,Mr. Domenici,10,
101,,S.Res.45,minority,APPROPRIATIONS,Mr. Grassley,11,
101,,S.Res.45,minority,APPROPRIATIONS,Mr. Nickles,12,
101,,S.Res.45,minority,APPROPRIATIONS,Mr. Gramm,13,
101,,S.Res.45,minority,ARMED SERVICES,Mr. Warner,1,Ranking Member
101,,S.Res.45,minority,ARMED SERVICES,Mr. Thurmond,2,
101,,S.Res.45,minority,ARMED SERVICES,Mr. Cohen,3,
101,,S.Res.45,minority,ARMED SERVICES,Mr. Wilson,4,
101,,S.Res.45,minority,ARMED SERVICES,Mr. McCain,5,
101,,S.Res.45,minority,ARMED SERVICES,Mr. Wallop,6,
101,,S.Res.45,minority,ARMED SERVICES,Mr. Gorton,7,
101,,S.Res.45,minority,ARMED SERVICES,Mr. Lott,8,
101,,S.Res.45,minority,ARMED SERVICES,Mr. Coats,9,
101,,S.Res.45,minority,"BANKING, HOUSING, AND URBAN AFFAIRS",Mr. Garn,1,Ranking Member
101,,S.Res.45,minority,"BANKING, HOUSING, AND URBAN AFFAIRS",Mr. Heinz,2,
101,,S.Res.45,minority,"BANKING, HOUSING, AND URBAN AFFAIRS",Mr. D'Amato,3,
101,,S.Res.45,minority,"BANKING, HOUSING, AND URBAN AFFAIRS",Mr. Gramm,4,
101,,S.Res.45,minority,"BANKING, HOUSING, AND URBAN AFFAIRS",Mr. Bond,5,
101,,S.Res.45,minority,"BANKING, HOUSING, AND URBAN AFFAIRS",Mr. Mack,6,
101,,S.Res.45,minority,"BANKING, HOUSING, AND URBAN AFFAIRS",Mr. Roth,7,
101,,S.Res.45,minority,"BANKING, HOUSING, AND URBAN AFFAIRS",Mrs. Kassebaum,8,
101,,S.Res.45,minority,"BANKING, HOUSING, AND URBAN AFFAIRS",Mr. Pressler,9,
101,,S.Res.45,minority,"COMMERCE, SCIENCE, AND TRANSPORTATION",Mr. Danforth,1,Ranking Member
101,,S.Res.45,minority,"COMMERCE, SCIENCE, AND TRANSPORTATION",Mr. Packwood,2,
101,,S.Res.45,minority,"COMMERCE, SCIENCE, AND TRANSPORTATION",Mr. Pressler,3,
101,,S.Res.45,minority,"COMMERCE, SCIENCE, AND TRANSPORTATION",Mr. Stevens,4,
101,,S.Res.45,minority,"COMMERCE, SCIENCE, AND TRANSPORTATION",Mr. Kasten,5,
101,,S.Res.45,minority,"COMMERCE, SCIENCE, AND TRANSPORTATION",Mr. McCain,6,
101,,S.Res.45,minority,"COMMERCE, SCIENCE, AND TRANSPORTATION",Mr. Burns,7,
101,,S.Res.45,minority,"COMMERCE, SCIENCE, AND TRANSPORTATION",Mr. Gorton,8,
101,,S.Res.45,minority,"COMMERCE, SCIENCE, AND TRANSPORTATION",Mr. Lott,9,
101,,S.Res.45,minority,ENERGY AND NATURAL RESOURCES,Mr. McClure,1,Ranking Member
101,,S.Res.45,minority,ENERGY AND NATURAL RESOURCES,Mr. Hatfield,2,
101,,S.Res.45,minority,ENERGY AND NATURAL RESOURCES,Mr. Domenici,3,
101,,S.Res.45,minority,ENERGY AND NATURAL RESOURCES,Mr. Wallop,4,
101,,S.Res.45,minority,ENERGY AND NATURAL RESOURCES,Mr. Murkowski,5,
101,,S.Res.45,minority,ENERGY AND NATURAL RESOURCES,Mr. Nickles,6,
101,,S.Res.45,minority,ENERGY AND NATURAL RESOURCES,Mr. Burns,7,
101,,S.Res.45,minority,ENERGY AND NATURAL RESOURCES,Mr. Garn,8,
101,,S.Res.45,minority,ENERGY AND NATURAL RESOURCES,Mr. McConnell,9,
101,,S.Res.45,minority,ENVIRONMENT AND PUBLIC WORKS,Mr. Chafee,1,Ranking Member
101,,S.Res.45,minority,ENVIRONMENT AND PUBLIC WORKS,Mr. Simpson,2,
101,,S.Res.45,minority,ENVIRONMENT AND PUBLIC WORKS,Mr. Symms,3,
101,,S.Res.45,minority,ENVIRONMENT AND PUBLIC WORKS,Mr. Durenberger,4,
101,,S.Res.45,minority,ENVIRONMENT AND PUBLIC WORKS,Mr. Warner,5,
101,,S.Res.45,minority,ENVIRONMENT AND PUBLIC WORKS,Mr. Jeffords,6,
101,,S.Res.45,minority,ENVIRONMENT AND PUBLIC WORKS,Mr. Humphrey,7,
101,,S.Res.45,minority,FINANCE,Mr. Packwood,1,Ranking Member
101,,S.Res.45,minority,FINANCE,Mr. Dole,2,
101,,S.Res.45,minority,FINANCE,Mr. Roth,3,
101,,S.Res.45,minority,FINANCE,Mr. Danforth,4,
101,,S.Res.45,minority,FINANCE,Mr. Chafee,5,
101,,S.Res.45,minority,FINANCE,Mr. Heinz,6,
101,,S.Res.45,minority,FINANCE,Mr. Durenberger,7,
101,,S.Res.45,minority,FINANCE,Mr. Armstrong,8,
101,,S.Res.45,minority,FINANCE,Mr. Symms,9,
101,,S.Res.45,minority,FOREIGN RELATIONS,Mr. Helms,1,Ranking Member
101,,S.Res.45,minority,FOREIGN RELATIONS,Mr. Lugar,2,
101,,S.Res.45,minority,FOREIGN RELATIONS,Mrs. Kassebaum,3,
101,,S.Res.45,minority,FOREIGN RELATIONS,Mr. Boschwitz,4,
101,,S.Res.45,minority,FOREIGN RELATIONS,Mr. Pressler,5,
101,,S.Res.45,minority,FOREIGN RELATIONS,Mr. Murkowski,6,
101,,S.Res.45,minority,FOREIGN RELATIONS,Mr. McConnell,7,
101,,S.Res.45,minority,FOREIGN RELATIONS,Mr. Humphrey,8,
101,,S.Res.45,minority,FOREIGN RELATIONS,Mr. Mack,9,
101,,S.Res.45,minority,GOVERNMENTAL AFFAIRS,Mr. Roth,1,Ranking Member
101,,S.Res.45,minority,GOVERNMENTAL AFFAIRS,Mr. Stevens,2,
101,,S.Res.45,minority,GOVERNMENTAL AFFAIRS,Mr. Cohen,3,
101,,S.Res.45,minority,GOVERNMENTAL AFFAIRS,Mr. Rudman,4,
101,,S.Res.45,minority,GOVERNMENTAL AFFAIRS,Mr. Heinz,5,
101,,S.Res.45,minority,GOVERNMENTAL AFFAIRS,Mr. Wilson,6,
101,,S.Res.45,minority,JUDICIARY,Mr. Thurmond,1,Ranking Member
101,,S.Res.45,minority,JUDICIARY,Mr. Hatch,2,
101,,S.Res.45,minority,JUDICIARY,Mr. Simpson,3,
101,,S.Res.45,minority,JUDICIARY,Mr. Grassley,4,
101,,S.Res.45,minority,JUDICIARY,Mr. Specter,5,
101,,S.Res.45,minority,JUDICIARY,Mr. Humphrey,6,
101,,S.Res.45,minority,LABOR AND HUMAN RESOURCES,Mr. Hatch,1,Ranking Member
101,,S.Res.45,minority,LABOR AND HUMAN RESOURCES,Mrs. Kassebaum,2,
101,,S.Res.45,minority,LABOR AND HUMAN RESOURCES,Mr. Jeffords,3,
101,,S.Res.45,minority,LABOR AND HUMAN RESOURCES,Mr. Coats,4,
101,,S.Res.45,minority,LABOR AND HUMAN RESOURCES,Mr. Thurmond,5,
101,,S.Res.45,minority,LABOR AND HUMAN RESOURCES,Mr. Durenberger,6,
101,,S.Res.45,minority,LABOR AND HUMAN RESOURCES,Mr. Cochran,7,
103,,S.Res.5,majority,"Agriculture, Nutrition, and Forestry",Mr. Leahy,1,Chairman
103,,S.Res.5,majority,"Agriculture, Nutrition, and Forestry",Mr. Pryor,2,
103,,S.Res.5,majority,"Agriculture, Nutrition, and Forestry",Mr. Boren,3,
103,,S.Res.5,majority,"Agriculture, Nutrition, and Forestry",Mr. Heflin,4,
103,,S.Res.5,majority,"Agriculture, Nutrition, and Forestry",Mr. Harkin,5,
103,,S.Res.5,majority,"Agriculture, Nutrition, and Forestry",Mr. Conrad,6,
103,,S.Res.5,majority,"Agriculture, Nutrition, and Forestry",Mr. Daschle,7,
103,,S.Res.5,majority,"Agriculture, Nutrition, and Forestry",Mr. Baucus,8,
103,,S.Res.5,majority,"Agriculture, Nutrition, and Forestry",Mr. Kerrey,9,
103,,S.Res.5,majority,"Agriculture, Nutrition, and Forestry",Mr. Feingold,10,
103,,S.Res.5,majority,Appropriations,Mr. Byrd,1,Chairman
103,,S.Res.5,majority,Appropriations,Mr. Inouye,2,
103,,S.Res.5,majority,Appropriations,Mr. Hollings,3,
103,,S.Res.5,majority,Appropriations,Mr. Johnston,4,
103,,S.Res.5,majority,Appropriations,Mr. Leahy,5,
103,,S.Res.5,majority,Appropriations,Mr. Sasser,6,
103,,S.Res.5,majority,Appropriations,Mr. DeConcini,7,
103,,S.Res.5,majority,Appropriations,Mr. Bumpers,8,
103,,S.Res.5,majority,Appropriations,Mr. Lautenberg,9,
103,,S.Res.5,majority,Appropriations,Mr. Harkin,10,
103,,S.Res.5,majority,Appropriations,Ms. Mikulski,11,
103,,S.Res.5,majority,Appropriations,Mr. Reid,12,
103,,S.Res.5,majority,Appropriations,Mr. Kerrey,13,
103,,S.Res.5,majority,Appropriations,Mr. Kohl,14,
103,,S.Res.5,majority,Appropriations,Ms. Murray,15,
103,,S.Res.5,majority,Appropriations,Ms. Feinstein,16,
103,,S.Res.5,majority,Armed Services,Mr. Nunn,1,Chairman
103,,S.Res.5,majority,Armed Services,Mr. Exon,2,
103,,S.Res.5,majority,Armed Services,Mr. Levin,3,
103,,S.Res.5,majority,Armed Services,Mr. Kennedy,4,
103,,S.Res.5,majority,Armed Services,Mr. Bingaman,5,
103,,S.Res.5,majority,Armed Services,Mr. Glenn,6,
103,,S.Res.5,majority,Armed Services,Mr. Shelby,7,
103,,S.Res.5,majority,Armed Services,Mr. Byrd,8,
103,,S.Res.5,majority,Armed Services,Mr. Graham,9,
103,,S.Res.5,majority,Armed Services,Mr. Robb,10,
103,,S.Res.5,majority,Armed Services,Mr. Lieberman,11,
103,,S.Res.5,majority,"Banking, Housing, and Urban Affairs",Mr. Riegle,1,Chairman
103,,S.Res.5,majority,"Banking, Housing, and Urban Affairs",Mr. Sarbanes,2,
103,,S.Res.5,majority,"Banking, Housing, and Urban Affairs",Mr. Dodd,3,
103,,S.Res.5,majority,"Banking, Housing, and Urban Affairs",Mr. Sasser,4,
103,,S.Res.5,majority,"Banking, Housing, and Urban Affairs",Mr. Shelby,5,
103,,S.Res.5,majority,"Banking, Housing, and Urban Affairs",Mr. Kerry,6,
103,,S.Res.5,majority,"Banking, Housing, and Urban Affairs",Mr. Bryan,7,
103,,S.Res.5,majority,"Banking, Housing, and Urban Affairs",Mrs. Boxer,8,
103,,S.Res.5,majority,"Banking, Housing, and Urban Affairs",Mr. Campbell,9,
103,,S.Res.5,majority,"Banking, Housing, and Urban Affairs",Ms. Moseley-Braun,10,
103,,S.Res.5,majority,"Banking, Housing, and Urban Affairs",Ms. Murray,11,
103,,S.Res.5,majority,"Commerce, Science, and Transportation",Mr. Hollings,1,Chairman
103,,S.Res.5,majority,"Commerce, Science, and Transportation",Mr. Inouye,2,
103,,S.Res.5,majority,"Commerce, Science, and Transportation",Mr. Ford,3,
103,,S.Res.5,majority,"Commerce, Science, and Transportation",Mr. Exon,4,
103,,S.Res.5,majority,"Commerce, Science, and Transportation",Mr. Rockefeller,5,
103,,S.Res.5,majority,"Commerce, Science, and Transportation",Mr. Bentsen,6,
103,,S.Res.5,majority,"Commerce, Science, and Transportation",Mr. Kerry,7,
103,,S.Res.5,majority,"Commerce, Science, and Transportation",Mr. Breaux,8,
103,,S.Res.5,majority,"Commerce, Science, and Transportation",Mr. Bryan,9,
103,,S.Res.5,majority,"Commerce, Science, and Transportation",Mr. Robb,10,
103,,S.Res.5,majority,"Commerce, Science, and Transportation",Mr. Dorgan,11,
103,,S.Res.5,majority,Energy and Natural Resources,Mr. Johnston,1,Chairman
103,,S.Res.5,majority,Energy and Natural Resources,Mr. Bumpers,2,
103,,S.Res.5,majority,Energy and Natural Resources,Mr. Ford,3,
103,,S.Res.5,majority,Energy and Natural Resources,Mr. Bradley,4,
103,,S.Res.5,majority,Energy and Natural Resources,Mr. Bingaman,5,
103,,S.Res.5,majority,Energy and Natural Resources,Mr. Conrad,6,
103,,S.Res.5,majority,Energy and Natural Resources,Mr. Akaka,7,
103,,S.Res.5,majority,Energy and Natural Resources,Mr. Shelby,8,
103,,S.Res.5,majority,Energy and Natural Resources,Mr. Wellstone,9,
103,,S.Res.5,majority,Energy and Natural Resources,Mr. Campbell,10,
103,,S.Res.5,majority,Energy and Natural Resources,Mr. Mathews,11,
103,,S.Res.5,majority,Environment and Public Works,Mr. Moynihan,1,Chairman
103,,S.Res.5,majority,Environment and Public Works,Mr. Mitchell,2,
103,,S.Res.5,majority,Environment and Public Works,Mr. Baucus,3,
103,,S.Res.5,majority,Environment and Public Works,Mr. Lautenberg,4,
103,,S.Res.5,majority,Environment and Public Works,Mr. Reid,5,
103,,S.Res.5,majority,Environment and Public Works,Mr. Graham,6,
103,,S.Res.5,majority,Environment and Public Works,Mr. Lieberman,7,
103,,S.Res.5,majority,Environment and Public Works,Mr. Metzenbaum,8,
103,,S.Res.5,majority,Environment and Public Works,Mr. Wofford,9,
103,,S.Res.5,majority,Environment and Public Works,Mrs. Boxer,10,
103,,S.Res.5,majority,Finance,Mr. Bentsen,1,Chairman
103,,S.Res.5,majority,Finance,Mr. Moynihan,2,
103,,S.Res.5,majority,Finance,Mr. Baucus,3,
103,,S.Res.5,majority,Finance,Mr. Boren,4,
103,,S.Res.5,majority,Finance,Mr. Bradley,5,
103,,S.Res.5,majority,Finance,Mr. Mitchell,6,
103,,S.Res.5,majority,Finance,Mr. Pryor,7,
103,,S.Res.5,majority,Finance,Mr. Riegle,8,
103,,S.Res.5,majority,Finance,Mr. Rockefeller,9,
103,,S.Res.5,majority,Finance,Mr. Daschle,10,
103,,S.Res.5,majority,Finance,Mr. Breaux,11,
103,,S.Res.5,majority,Foreign Relations,Mr. Pell,1,Chairman
103,,S.Res.5,majority,Foreign Relations,Mr. Biden,2,
103,,S.Res.5,majority,Foreign Relations,Mr. Sarbanes,3,
103,,S.Res.5,majority,Foreign Relations,Mr. Dodd,4,
103,,S.Res.5,majority,Foreign Relations,Mr. Kerry,5,
103,,S.Res.5,majority,Foreign Relations,Mr. Simon,6,
103,,S.Res.5,majority,Foreign Relations,Mr. Moynihan,7,
103,,S.Res.5,majority,Foreign Relations,Mr. Robb,8,
103,,S.Res.5,majority,Foreign Relations,Mr. Wofford,9,
103,,S.Res.5,majority,Foreign Relations,Mr. Feingold,10,
103,,S.Res.5,majority,Foreign Relations,Mr. Mathews,11,
103,,S.Res.5,majority,Governmental Affairs,Mr. Glenn,1,Chairman
103,,S.Res.5,majority,Governmental Affairs,Mr. Nunn,2,
103,,S.Res.5,majority,Governmental Affairs,Mr. Levin,3,
103,,S.Res.5,majority,Governmental Affairs,Mr. Sasser,4,
103,,S.Res.5,majority,Governmental Affairs,Mr. Pryor,5,
103,,S.Res.5,majority,Governmental Affairs,Mr. Lieberman,6,
103,,S.Res.5,majority,Governmental Affairs,Mr. Akaka,7,
103,,S.Res.5,majority,Governmental Affairs,Mr. Dorgan,8,
103,,S.Res.5,majority,Judiciary,Mr. Biden,1,Chairman
103,,S.Res.5,majority,Judiciary,Mr. Kennedy,2,
103,,S.Res.5,majority,Judiciary,Mr. Metzenbaum,3,
103,,S.Res.5,majority,Judiciary,Mr. DeConcini,4,
103,,S.Res.5,majority,Judiciary,Mr. Leahy,5,
103,,S.Res.5,majority,Judiciary,Mr. Heflin,6,
103,,S.Res.5,majority,Judiciary,Mr. Simon,7,
103,,S.Res.5,majority,Judiciary,Mr. Kohl,8,
103,,S.Res.5,majority,Judiciary,Ms. Feinstein,9,
103,,S.Res.5,majority,Judiciary,Ms. Moseley-Braun,10,
103,,S.Res.5,majority,Labor and Human Resources,Mr. Kennedy,1,Chairman
103,,S.Res.5,majority,Labor and Human Resources,Mr. Pell,2,
103,,S.Res.5,majority,Labor and Human Resources,Mr. Metzenbaum,3,
103,,S.Res.5,majority,Labor and Human Resources,Mr. Dodd,4,
103,,S.Res.5,majority,Labor and Human Resources,Mr. Simon,5,
103,,S.Res.5,majority,Labor and Human Resources,Mr. Harkin,6,
103,,S.Res.5,majority,Labor and Human Resources,Ms. Mikulski,7,
103,,S.Res.5,majority,Labor and Human Resources,Mr. Bingaman,8,
103,,S.Res.5,majority,Labor and Human Resources,Mr. Wellstone,9,
103,,S.Res.5,majority,Labor and Human Resources,Mr. Wofford. &lt;all&gt,10,
101,1989-02-02,S.Res.44,majority,"AGRICULTURE, NUTRITION, AND FORESTRY",Mr. Leahy,1,Chairman
101,1989-02-02,S.Res.44,majority,"AGRICULTURE, NUTRITION, AND FORESTRY",Mr. Pryor,2,
101,1989-02-02,S.Res.44,majority,"AGRICULTURE, NUTRITION, AND FORESTRY",Mr. Boren,3,
101,1989-02-02,S.Res.44,majority,"AGRICULTURE, NUTRITION, AND FORESTRY",Mr. Heflin,4,
101,1989-02-02,S.Res.44,majority,"AGRICULTURE, NUTRITION, AND FORESTRY",Mr. Harkin,5,
101,1989-02-02,S.Res.44,majority,"AGRICULTURE, NUTRITION, AND FORESTRY",Mr. Conrad,6,
101,1989-02-02,S.Res.44,majority,"AGRICULTURE, NUTRITION, AND FORESTRY",Mr. Fowler,7,
101,1989-02-02,S.Res.44,majority,"AGRICULTURE, NUTRITION, AND FORESTRY",Mr. Daschle,8,
101,1989-02-02,S.Res.44,majority,"AGRICULTURE, NUTRITION, AND FORESTRY",Mr. Baucus,9,
101,1989-02-02,S.Res.44,majority,"AGRICULTURE, NUTRITION, AND FORESTRY",Mr. Kerrey of Nebraska,10,
101,1989-02-02,S.Res.44,majority,APPROPRIATIONS,Mr. Byrd,1,Chairman
101,1989-02-02,S.Res.44,majority,APPROPRIATIONS,Mr. Inouye,2,
101,1989-02-02,S.Res.44,majority,APPROPRIATIONS,Mr. Hollings,3,
101,1989-02-02,S.Res.44,majority,APPROPRIATIONS,Mr. Johnston,4,
101,1989-02-02,S.Res.44,majority,APPROPRIATIONS,Mr. Burdick,5,
101,1989-02-02,S.Res.44,majority,APPROPRIATIONS,Mr. Leahy,6,
101,1989-02-02,S.Res.44,majority,APPROPRIATIONS,Mr. Sasser,7,
101,1989-02-02,S.Res.44,majority,APPROPRIATIONS,Mr. DeConcini,8,
101,1989-02-02,S.Res.44,majority,APPROPRIATIONS,Mr. Bumpers,9,
101,1989-02-02,S.Res.44,majority,APPROPRIATIONS,Mr. Lautenberg,10,
101,1989-02-02,S.Res.44,majority,APPROPRIATIONS,Mr. Harkin,11,
101,1989-02-02,S.Res.44,majority,APPROPRIATIONS,Ms. Mikulski,12,
101,1989-02-02,S.Res.44,majority,APPROPRIATIONS,Mr. Reid,13,
101,1989-02-02,S.Res.44,majority,APPROPRIATIONS,Mr. Adams,14,
101,1989-02-02,S.Res.44,majority,APPROPRIATIONS,Mr. Fowler,15,
101,1989-02-02,S.Res.44,majority,APPROPRIATIONS,Mr. Kerrey of Nebraska,16,
101,1989-02-02,S.Res.44,majority,ARMED SERVICES,Mr. Nunn,1,Chairman
101,1989-02-02,S.Res.44,majority,ARMED SERVICES,Mr. Exon,2,
101,1989-02-02,S.Res.44,majority,ARMED SERVICES,Mr. Levin,3,
101,1989-02-02,S.Res.44,majority,ARMED SERVICES,Mr. Kennedy,4,
101,1989-02-02,S.Res.44,majority,ARMED SERVICES,Mr. Bingaman,5,
101,1989-02-02,S.Res.44,majority,ARMED SERVICES,Mr. Dixon,6,
101,1989-02-02,S.Res.44,majority,ARMED SERVICES,Mr. Glenn,7,
101,1989-02-02,S.Res.44,majority,ARMED SERVICES,Mr. Gore,8,
101,1989-02-02,S.Res.44,majority,ARMED SERVICES,Mr. Wirth,9,
101,1989-02-02,S.Res.44,majority,ARMED SERVICES,Mr. Shelby,10,
101,1989-02-02,S.Res.44,majority,ARMED SERVICES,Mr. Byrd,11,
101,1989-02-02,S.Res.44,majority,"BANKING, HOUSING, AND URBAN AFFAIRS",Mr. Riegle,1,Chairman
101,1989-02-02,S.Res.44,majority,"BANKING, HOUSING, AND URBAN AFFAIRS",Mr. Cranston,2,
101,1989-02-02,S.Res.44,majority,"BANKING, HOUSING, AND URBAN AFFAIRS",Mr. Sarbanes,3,
101,1989-02-02,S.Res.44,majority,"BANKING, HOUSING, AND URBAN AFFAIRS",Mr. Dodd,4,
101,1989-02-02,S.Res.44,majority,"BANKING, HOUSING, AND URBAN AFFAIRS",Mr. Dixon,5,
101,1989-02-02,S.Res.44,majority,"BANKING, HOUSING, AND URBAN AFFAIRS",Mr. Sasser,6,
101,1989-02-02,S.Res.44,majority,"BANKING, HOUSING, AND URBAN AFFAIRS",Mr. Sanford,7,
101,1989-02-02,S.Res.44,majority,"BANKING, HOUSING, AND URBAN AFFAIRS",Mr. Shelby,8,
101,1989-02-02,S.Res.44,majority,"BANKING, HOUSING, AND URBAN AFFAIRS",Mr. Graham,9,
101,1989-02-02,S.Res.44,majority,"BANKING, HOUSING, AND URBAN AFFAIRS",Mr. Wirth,10,
101,1989-02-02,S.Res.44,majority,"BANKING, HOUSING, AND URBAN AFFAIRS",Mr. Kerry of Massachusetts,11,
101,1989-02-02,S.Res.44,majority,"BANKING, HOUSING, AND URBAN AFFAIRS",Mr. Bryan,12,
101,1989-02-02,S.Res.44,majority,"COMMERCE, SCIENCE, AND TRANSPORTATION",Mr. Hollings,1,Chairman
101,1989-02-02,S.Res.44,majority,"COMMERCE, SCIENCE, AND TRANSPORTATION",Mr. Inouye,2,
101,1989-02-02,S.Res.44,majority,"COMMERCE, SCIENCE, AND TRANSPORTATION",Mr. Ford,3,
101,1989-02-02,S.Res.44,majority,"COMMERCE, SCIENCE, AND TRANSPORTATION",Mr. Exon,4,
101,1989-02-02,S.Res.44,majority,"COMMERCE, SCIENCE, AND TRANSPORTATION",Mr. Gore,5,
101,1989-02-02,S.Res.44,majority,"COMMERCE, SCIENCE, AND TRANSPORTATION",Mr. Rockefeller,6,
101,1989-02-02,S.Res.44,majority,"COMMERCE, SCIENCE, AND TRANSPORTATION",Mr. Bentsen,7,
101,1989-02-02,S.Res.44,majority,"COMMERCE, SCIENCE, AND TRANSPORTATION",Mr. Kerry of Massachusetts,8,
101,1989-02-02,S.Res.44,majority,"COMMERCE, SCIENCE, AND TRANSPORTATION",Mr. Breaux,9,
101,1989-02-02,S.Res.44,majority,"COMMERCE, SCIENCE, AND TRANSPORTATION",Mr. Bryan,10,
101,1989-02-02,S.Res.44,majority,"COMMERCE, SCIENCE, AND TRANSPORTATION",Mr. Robb,11,
101,1989-02-02,S.Res.44,majority,ENERGY AND NATURAL RESOURCES,Mr. Johnston,1,Chairman
101,1989-02-02,S.Res.44,majority,ENERGY AND NATURAL RESOURCES,Mr. Bumpers,2,
101,1989-02-02,S.Res.44,majority,ENERGY AND NATURAL RESOURCES,Mr. Ford,3,
101,1989-02-02,S.Res.44,majority,ENERGY AND NATURAL RESOURCES,Mr. Metzenbaum,4,
101,1989-02-02,S.Res.44,majority,ENERGY AND NATURAL RESOURCES,Mr. Bradley,5,
101,1989-02-02,S.Res.44,majority,ENERGY AND NATURAL RESOURCES,Mr. Bingaman,6,
101,1989-02-02,S.Res.44,majority,ENERGY AND NATURAL RESOURCES,Mr. Wirth,7,
101,1989-02-02,S.Res.44,majority,ENERGY AND NATURAL RESOURCES,Mr. Conrad,8,
101,1989-02-02,S.Res.44,majority,ENERGY AND NATURAL RESOURCES,Mr. Heflin,9,
101,1989-02-02,S.Res.44,majority,ENERGY AND NATURAL RESOURCES,Mr. Rockefeller,10,
101,1989-02-02,S.Res.44,majority,ENVIRONMENT AND PUBLIC WORKS,Mr. Burdick,1,Chairman
101,1989-02-02,S.Res.44,majority,ENVIRONMENT AND PUBLIC WORKS,Mr. Moynihan,2,
101,1989-02-02,S.Res.44,majority,ENVIRONMENT AND PUBLIC WORKS,Mr. Mitchell,3,
101,1989-02-02,S.Res.44,majority,ENVIRONMENT AND PUBLIC WORKS,Mr. Baucus,4,
101,1989-02-02,S.Res.44,majority,ENVIRONMENT AND PUBLIC WORKS,Mr. Lautenberg,5,
101,1989-02-02,S.Res.44,majority,ENVIRONMENT AND PUBLIC WORKS,Mr. Breaux,6,
101,1989-02-02,S.Res.44,majority,ENVIRONMENT AND PUBLIC WORKS,Mr. Reid,7,
101,1989-02-02,S.Res.44,majority,ENVIRONMENT AND PUBLIC WORKS,Mr. Graham,8,
101,1989-02-02,S.Res.44,majority,ENVIRONMENT AND PUBLIC WORKS,Mr. Lieberman,9,
101,1989-02-02,S.Res.44,majority,FINANCE,Mr. Bentsen,1,Chairman
101,1989-02-02,S.Res.44,majority,FINANCE,Mr. Matsunaga,2,
101,1989-02-02,S.Res.44,majority,FINANCE,Mr. Moynihan,3,
101,1989-02-02,S.Res.44,majority,FINANCE,Mr. Baucus,4,
101,1989-02-02,S.Res.44,majority,FINANCE,Mr. Boren,5,
101,1989-02-02,S.Res.44,majority,FINANCE,Mr. Bradley,6,
101,1989-02-02,S.Res.44,majority,FINANCE,Mr. Mitchell,7,
101,1989-02-02,S.Res.44,majority,FINANCE,Mr. Pryor,8,
101,1989-02-02,S.Res.44,majority,FINANCE,Mr. Riegle,9,
101,1989-02-02,S.Res.44,majority,FINANCE,Mr. Rockefeller,10,
101,1989-02-02,S.Res.44,majority,FINANCE,Mr. Daschle,11,
101,1989-02-02,S.Res.44,majority,FOREIGN RELATIONS,Mr. Pell,1,Chairman
101,1989-02-02,S.Res.44,majority,FOREIGN RELATIONS,Mr. Biden,2,
101,1989-02-02,S.Res.44,majority,FOREIGN RELATIONS,Mr. Sarbanes,3,
101,1989-02-02,S.Res.44,majority,FOREIGN RELATIONS,Mr. Cranston,4,
101,1989-02-02,S.Res.44,majority,FOREIGN RELATIONS,Mr. Dodd,5,
101,1989-02-02,S.Res.44,majority,FOREIGN RELATIONS,Mr. Kerry,6,
101,1989-02-02,S.Res.44,majority,FOREIGN RELATIONS,Mr. Simon,7,
101,1989-02-02,S.Res.44,majority,FOREIGN RELATIONS,Mr. Sanford,8,
101,1989-02-02,S.Res.44,majority,FOREIGN RELATIONS,Mr. Moynihan,9,
101,1989-02-02,S.Res.44,majority,FOREIGN RELATIONS,Mr. Robb,10,
101,1989-02-02,S.Res.44,majority,GOVERNMENTAL AFFAIRS,Mr. Glenn,1,Chairman
