congress,start_date,start_date_imputed,end_date,departure_reason,bioguide_id,member_name,state,district,party,committee_name,committee_code,committee_rank,role,resolution,resolution_date,cr_citation,resignation_date
114,2015-01-06,False,2017-01-03,,S000510,Adam Smith,WA,9th,D,Armed Services,AS00,1,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,G000553,Al Green,TX,9th,D,Financial Services,BA00,11,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,H000324,Alcee L. Hastings,FL,20th,D,Rules,RU00,3,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,E000215,Anna G. Eshoo,CA,16th,D,Energy and Commerce,IF00,3,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,C001105,Barbara Comstock,VA,10th,R,House Administration,HA00,5,,H.Res.6,2015-01-06,,
114,2015-01-06,False,2017-01-03,,L000551,Barbara Lee,CA,12th,D,Appropriations,AP00,10,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,L000570,Ben Ray Luján,NM,3rd,D,Energy and Commerce,IF00,16,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,T000193,Bennie G. Thompson,MS,2nd,D,Homeland Security,HM00,1,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,M001143,Betty McCollum,MN,4th,D,Appropriations,AP00,12,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,F000454,Bill Foster,IL,11th,D,Financial Services,BA00,19,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2016-02-04,,J000292,Bill Johnson,OH,6th,R,"Science, Space, and Technology",SY00,13,,H.Res.7,2015-01-06,"Cong. Rec. Vol. 162, No. 21, p. H583",2016-02-04
114,2015-01-06,False,2017-01-03,,P000096,"Bill Pascrell, Jr.",NJ,9th,D,Ways and Means,WM00,12,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,S001154,Bill Shuster,PA,9th,R,Transportation and Infrastructure,PW00,1,Chairman,H.Res.6,2015-01-06,,
114,2015-01-06,False,2017-01-03,,G000289,Bob Goodlatte,VA,6th,R,Judiciary,JU00,1,Chairman,H.Res.6,2015-01-06,,
114,2015-01-06,False,2017-01-03,,R000515,Bobby L. Rush,IL,1st,D,Energy and Commerce,IF00,2,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,S000344,Brad Sherman,CA,32nd,D,Financial Services,BA00,4,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,R000576,C. A. Dutch Ruppersberger,MD,2nd,D,Appropriations,AP00,15,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,M001150,Candice S. Miller,MI,10th,R,House Administration,HA00,1,Chairman,H.Res.6,2015-01-06,,
114,2015-01-06,False,2017-01-03,,M000087,Carolyn B. Maloney,NY,12th,D,Financial Services,BA00,2,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2016-06-23,resigned,F000043,Chaka Fattah,PA,2nd,D,Appropriations,AP00,9,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,R000053,Charles B. Rangel,NY,13th,D,Ways and Means,WM00,2,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,D000604,Charles W. Dent,PA,15th,R,Ethics,SO00,1,Chairman,H.Res.6,2015-01-06,,
114,2015-01-06,False,2017-01-03,,P000597,Chellie Pingree,ME,1st,D,Appropriations,AP00,18,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,V000128,Chris Van Hollen,MD,8th,D,Budget,BU00,1,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,P000258,Collin C. Peterson,MN,7th,D,Agriculture,AG00,1,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,B000911,Corrine Brown,FL,5th,D,Veterans' Affairs,VR00,1,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,K000380,Daniel T. Kildee,MI,8th,D,Financial Services,BA00,20,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,D000096,Danny K. Davis,IL,7th,D,Ways and Means,WM00,14,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,P000523,David E. Price,NC,4th,D,Appropriations,AP00,6,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,L000565,David Loebsack,IA,2nd,D,Energy and Commerce,IF00,20,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,S001157,David Scott,GA,13th,D,Financial Services,BA00,10,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,W000797,Debbie Wasserman Schultz,FL,25th,D,Appropriations,AP00,16,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,H001064,Denny Heck,WA,10th,D,Financial Services,BA00,25,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,D000197,Diana DeGette,CO,1st,D,Energy and Commerce,IF00,6,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,M001163,Doris O. Matsui,CA,7th,D,Energy and Commerce,IF00,11,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,C001093,Doug Collins,GA,9th,R,Rules,RU00,7,,H.Res.6,2015-01-06,,
114,2015-01-06,False,2017-01-03,,B000574,Earl Blumenauer,OR,3rd,D,Ways and Means,WM00,10,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,P000593,Ed Perlmutter,CO,7th,D,Financial Services,BA00,15,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2016-02-04,,J000126,Eddie Bernice Johnson,TX,30th,D,"Science, Space, and Technology",SY00,1,,H.Res.7,2015-01-06,"Cong. Rec. Vol. 162, No. 21, p. H583",2016-02-04
114,2015-01-06,False,2017-01-03,,R000487,Edward R. Royce,CA,39th,R,Foreign Affairs,FA00,1,Chairman,H.Res.6,2015-01-06,,
114,2015-01-06,False,2017-01-03,,C000984,Elijah E. Cummings,MD,7th,D,Oversight and Government Reform,GO00,1,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,E000179,Eliot L. Engel,NY,16th,D,Energy and Commerce,IF00,4,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,E000179,Eliot L. Engel,NY,16th,D,Foreign Affairs,FA00,1,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,C001061,Emanuel Cleaver,MO,5th,D,Financial Services,BA00,12,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,P000034,"Frank Pallone, Jr.",NJ,6th,D,Energy and Commerce,IF00,1,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,U000031,Fred Upton,MI,6th,R,Energy and Commerce,IF00,1,Chairman,H.Res.6,2015-01-06,,
114,2015-01-06,False,2017-01-03,,B001251,G. K. Butterfield,NC,1st,D,Energy and Commerce,IF00,10,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,G000410,Gene Green,TX,29th,D,Energy and Commerce,IF00,5,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,H001045,Gregg Harper,MS,3rd,R,House Administration,HA00,2,,H.Res.6,2015-01-06,,
114,2015-01-06,False,2017-01-03,,M001137,Gregory W. Meeks,NY,5th,D,Financial Services,BA00,5,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,M001160,Gwen Moore,WI,4th,D,Financial Services,BA00,13,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,R000395,Harold Rogers,KY,5th,R,Appropriations,AP00,1,Chairman,H.Res.6,2015-01-06,,
114,2015-01-06,False,2017-01-03,,C001063,Henry Cuellar,TX,28th,D,Appropriations,AP00,17,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,H001047,James A. Himes,CT,4th,D,Financial Services,BA00,16,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,M000312,James P. McGovern,MA,2nd,D,Rules,RU00,2,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,S001145,Janice D. Schakowsky,IL,9th,D,Energy and Commerce,IF00,9,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,P000598,Jared Polis,CO,2nd,D,Rules,RU00,4,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,C001076,Jason Chaffetz,UT,3rd,R,Oversight and Government Reform,GO00,1,Chairman,H.Res.6,2015-01-06,,
114,2015-01-06,False,2017-01-03,,H001036,Jeb Hensarling,TX,5th,R,Financial Services,BA00,1,Chairman,H.Res.6,2015-01-06,,
114,2015-01-06,False,2017-01-03,,M001144,Jeff Miller,FL,1st,R,Veterans' Affairs,VR00,1,Chairman,H.Res.6,2015-01-06,,
114,2015-01-06,False,2017-01-03,,M001166,Jerry McNerney,CA,9th,D,Energy and Commerce,IF00,14,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,M000404,Jim McDermott,WA,7th,D,Ways and Means,WM00,3,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,Y000062,John A. Yarmuth,KY,3rd,D,Energy and Commerce,IF00,18,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,L000557,John B. Larson,CT,1st,D,Ways and Means,WM00,9,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,C001083,"John C. Carney, Jr.",DE,At Large,D,Financial Services,BA00,17,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,C000714,"John Conyers, Jr.",MI,13th,D,Judiciary,JU00,1,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,D000620,John K. Delaney,MD,6th,D,Financial Services,BA00,22,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,K000363,John Kline,MN,2nd,R,Education and the Workforce,ED00,1,Chairman,H.Res.6,2015-01-06,,
114,2015-01-06,False,2017-01-03,,L000287,John Lewis,GA,5th,D,Ways and Means,WM00,4,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,S001168,John P. Sarbanes,MD,3rd,D,Energy and Commerce,IF00,13,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,C001038,Joseph Crowley,NY,14th,D,Ways and Means,WM00,13,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,K000379,Joseph P. Kennedy III,MA,4th,D,Energy and Commerce,IF00,22,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,S000248,José E. Serrano,NY,15th,D,Appropriations,AP00,4,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,B001281,Joyce Beatty,OH,3rd,D,Financial Services,BA00,24,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,V000130,Juan Vargas,CA,52nd,D,Financial Services,BA00,26,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,C001062,K. Michael Conaway,TX,11th,R,Agriculture,AG00,1,Chairman,H.Res.6,2015-01-06,,
114,2015-01-06,False,2017-01-03,,C001066,Kathy Castor,FL,14th,D,Energy and Commerce,IF00,12,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,E000288,Keith Ellison,MN,5th,D,Financial Services,BA00,14,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,M001158,Kenny Marchant,TX,24th,R,Ethics,SO00,5,,H.Res.6,2015-01-06,,
114,2015-01-06,False,2017-01-03,,S001180,Kurt Schrader,OR,5th,D,Energy and Commerce,IF00,21,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,S001191,Kyrsten Sinema,AZ,9th,D,Financial Services,BA00,23,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,S000583,Lamar Smith,TX,21st,R,"Science, Space, and Technology",SY00,1,Chairman,H.Res.6,2015-01-06,,
114,2015-01-06,False,2017-01-03,,S001156,Linda T. Sánchez,CA,38th,D,Ways and Means,WM00,15,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,D000399,Lloyd Doggett,TX,37th,D,Ways and Means,WM00,7,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,C001036,Lois Capps,CA,24th,D,Energy and Commerce,IF00,7,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,S000480,Louise McIntosh Slaughter,NY,25th,D,Rules,RU00,1,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,R000486,Lucille Roybal-Allard,CA,40th,D,Appropriations,AP00,7,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,T000238,Mac Thornberry,TX,13th,R,Armed Services,AS00,1,Chairman,H.Res.6,2015-01-06,,
114,2015-01-06,False,2017-01-03,,K000009,Marcy Kaptur,OH,9th,D,Appropriations,AP00,2,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,W000187,Maxine Waters,CA,43rd,D,Financial Services,BA00,1,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,B001248,Michael C. Burgess,TX,26th,R,Rules,RU00,5,,H.Res.6,2015-01-06,,
114,2015-01-06,False,2017-01-03,,C001037,Michael E. Capuano,MA,7th,D,Financial Services,BA00,6,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,D000482,Michael F. Doyle,PA,18th,D,Energy and Commerce,IF00,8,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,H001034,Michael M. Honda,CA,17th,D,Appropriations,AP00,11,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,M001157,Michael T. McCaul,TX,10th,R,Homeland Security,HM00,1,Chairman,H.Res.6,2015-01-06,,
114,2015-01-06,False,2017-01-03,,Q000023,Mike Quigley,IL,5th,D,Appropriations,AP00,19,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,T000460,Mike Thompson,CA,4th,D,Ways and Means,WM00,8,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,L000480,Nita M. Lowey,NY,17th,D,Appropriations,AP00,1,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,V000081,Nydia M. Velázquez,NY,7th,D,Financial Services,BA00,3,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,V000081,Nydia M. Velázquez,NY,7th,D,Small Business,SM00,1,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,M001181,Patrick Meehan,PA,7th,R,Ethics,SO00,2,,H.Res.6,2015-01-06,,
114,2015-01-06,False,2017-01-03,,M001191,Patrick Murphy,FL,18th,D,Financial Services,BA00,21,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,R000570,Paul D. Ryan,WI,1st,R,Ways and Means,WM00,1,Chairman,H.Res.6,2015-01-06,,
114,2015-01-06,False,2017-01-03,,T000469,Paul Tonko,NY,20th,D,Energy and Commerce,IF00,17,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,S000250,Pete Sessions,TX,17th,R,Rules,RU00,1,Chairman,H.Res.6,2015-01-06,,
114,2015-01-06,False,2017-01-03,,D000191,Peter A. DeFazio,OR,4th,D,Transportation and Infrastructure,PW00,1,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,V000108,Peter J. Visclosky,IN,1st,D,Appropriations,AP00,3,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,W000800,Peter Welch,VT,At Large,D,Energy and Commerce,IF00,15,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,G000551,Raúl M. Grijalva,AZ,7th,D,Natural Resources,II00,1,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,N000185,Richard B. Nugent,FL,11th,R,House Administration,HA00,3,,H.Res.6,2015-01-06,,
114,2015-01-06,False,2017-01-03,,N000015,Richard E. Neal,MA,1st,D,Ways and Means,WM00,5,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,B001250,Rob Bishop,UT,1st,R,Natural Resources,II00,1,Chairman,H.Res.6,2015-01-06,,
114,2015-01-06,False,2017-01-03,,W000810,Rob Woodall,GA,7th,R,Rules,RU00,4,,H.Res.6,2015-01-06,,
114,2015-01-06,False,2017-01-03,,B001227,Robert A. Brady,PA,1st,D,House Administration,HA00,1,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,S000185,"Robert C. ""Bobby"" Scott",VA,3rd,D,Education and the Workforce,ED00,1,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,D000619,Rodney Davis,IL,13th,R,House Administration,HA00,4,,H.Res.6,2015-01-06,,
114,2015-01-06,False,2017-01-03,,K000188,Ron Kind,WI,3rd,D,Ways and Means,WM00,11,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,D000216,Rosa L. DeLauro,CT,3rd,D,Appropriations,AP00,5,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,H000636,Rubén Hinojosa,TX,15th,D,Financial Services,BA00,7,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,F000030,Sam Farr,CA,20th,D,Appropriations,AP00,8,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,L000263,Sander M. Levin,MI,9th,D,Ways and Means,WM00,1,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,B000490,"Sanford D. Bishop, Jr.",GA,2nd,D,Appropriations,AP00,9,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,L000562,Stephen F. Lynch,MA,8th,D,Financial Services,BA00,9,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,C000266,Steve Chabot,OH,1st,R,Small Business,SM00,1,Chairman,H.Res.6,2015-01-06,,
114,2015-01-06,False,2017-01-03,,I000057,Steve Israel,NY,3rd,D,Appropriations,AP00,13,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,S001187,Steve Stivers,OH,15th,R,Rules,RU00,6,,H.Res.6,2015-01-06,,
114,2015-01-06,False,2017-01-03,,B001284,Susan W. Brooks,IN,5th,R,Ethics,SO00,4,,H.Res.6,2015-01-06,,
114,2015-01-06,False,2017-01-03,,S001185,Terri A. Sewell,AL,7th,D,Financial Services,BA00,18,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,R000577,Tim Ryan,OH,13th,D,Appropriations,AP00,14,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,C001053,Tom Cole,OK,4th,R,Rules,RU00,3,,H.Res.6,2015-01-06,,
114,2015-01-06,False,2017-01-03,,P000591,Tom Price,GA,6th,R,Budget,BU00,1,Chairman,H.Res.6,2015-01-06,,
114,2015-01-06,False,2017-01-03,,C001097,Tony Cárdenas,CA,29th,D,Energy and Commerce,IF00,23,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,G000566,Trey Gowdy,SC,4th,R,Ethics,SO00,3,,H.Res.6,2015-01-06,,
114,2015-01-06,False,2017-01-03,,F000450,Virginia Foxx,NC,5th,R,Rules,RU00,2,Vice Chair,H.Res.6,2015-01-06,,
114,2015-01-06,False,2017-01-03,,C001049,Wm. Lacy Clay,MO,1st,D,Financial Services,BA00,8,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,B000287,Xavier Becerra,CA,34th,D,Ways and Means,WM00,6,,H.Res.7,2015-01-06,,
114,2015-01-06,False,2017-01-03,,C001067,Yvette D. Clarke,NY,9th,D,Energy and Commerce,IF00,19,,H.Res.7,2015-01-06,,
114,2015-01-13,False,2017-01-03,,K000378,Adam Kinzinger,IL,16th,R,Energy and Commerce,IF00,18,,H.Res.29,2015-01-13,,
114,2015-01-13,False,2017-01-03,,S001172,Adrian Smith,NE,3rd,R,Ways and Means,WM00,10,,H.Res.29,2015-01-13,,
114,2015-01-13,False,2017-01-03,,G000556,Alan Grayson,FL,9th,D,Foreign Affairs,FA00,11,,H.Res.30,2015-01-13,,
114,2015-01-13,False,2017-01-03,,G000556,Alan Grayson,FL,9th,D,"Science, Space, and Technology",SY00,7,,H.Res.30,2015-01-13,,
114,2015-01-13,False,2017-01-03,,L000579,Alan S. Lowenthal,CA,47th,D,Foreign Affairs,FA00,13,,H.Res.30,2015-01-13,,
114,2015-01-13,False,2017-01-03,,L000579,Alan S. Lowenthal,CA,47th,D,Natural Resources,II00,10,,H.Res.30,2015-01-13,,
114,2015-01-13,False,2017-01-03,,S001165,Albio Sires,NJ,8th,D,Foreign Affairs,FA00,4,,H.Res.30,2015-01-13,,
114,2015-01-13,False,2017-01-03,,S001165,Albio Sires,NJ,8th,D,Transportation and Infrastructure,PW00,12,,H.Res.30,2015-01-13,,
114,2015-01-13,False,2017-01-03,,M001195,Alexander X. Mooney,WV,2nd,R,Natural Resources,II00,24,,H.Res.29,2015-01-13,,
114,2015-01-13,False,2017-01-03,,A000370,Alma S. Adams,NC,12th,D,Education and the Workforce,ED00,15,,H.Res.30,2015-01-13,,
114,2015-01-13,False,2017-01-03,,B001287,Ami Bera,CA,6th,D,Foreign Affairs,FA00,12,,H.Res.30,2015-01-13,,
114,2015-01-13,False,2017-01-03,,B001287,Ami Bera,CA,6th,D,"Science, Space, and Technology",SY00,8,,H.Res.30,2015-01-13,,
114,2015-01-13,False,2017-01-03,,C001045,Ander Crenshaw,FL,4th,R,Appropriations,AP00,7,,H.Res.29,2015-01-13,,
114,2015-01-13,False,2017-01-03,,C001072,André Carson,IN,7th,D,Transportation and Infrastructure,PW00,15,,H.Res.30,2015-01-13,,
114,2015-01-13,False,2017-01-03,,B001282,Andy Barr,KY,6th,R,Financial Services,BA00,24,,H.Res.29,2015-01-13,,
114,2015-01-13,False,2017-01-03,,H001052,Andy Harris,MD,1st,R,Appropriations,AP00,22,,H.Res.29,2015-01-13,,
114,2015-01-13,False,2017-01-03,,K000368,Ann Kirkpatrick,AZ,2nd,D,Agriculture,AG00,14,,H.Res.30,2015-01-13,,
114,2015-01-13,False,2017-01-03,,K000368,Ann Kirkpatrick,AZ,2nd,D,Transportation and Infrastructure,PW00,18,,H.Res.30,2015-01-13,,
114,2015-01-13,False,2017-01-03,,K000382,Ann M. Kuster,NH,2nd,D,Agriculture,AG00,10,,H.Res.30,2015-01-13,,
114,2015-01-13,False,2017-01-03,,K000382,Ann M. Kuster,NH,2nd,D,Veterans' Affairs,VR00,6,,H.Res.30,2015-01-13,,
114,2015-01-13,False,2017-01-03,,W000812,Ann Wagner,MO,2nd,R,Financial Services,BA00,23,,H.Res.29,2015-01-13,,
114,2015-01-13,False,2017-01-03,,R000600,Aumua Amata Coleman Radewagen,AS,Delegate,R,Natural Resources,II00,22,,H.Res.29,2015-01-13,,
114,2015-01-13,False,2017-01-03,,R000600,Aumua Amata Coleman Radewagen,AS,Delegate,R,Small Business,SM00,8,,H.Res.29,2015-01-13,,
114,2015-01-13,False,2017-01-03,,R000600,Aumua Amata Coleman Radewagen,AS,Delegate,R,Veterans' Affairs,VR00,13,,H.Res.29,2015-01-13,,
114,2015-01-13,False,2017-01-03,,S001189,Austin Scott,GA,8th,R,Agriculture,AG00,9,,H.Res.29,2015-01-13,,
114,2015-01-13,False,2017-01-03,,S001189,Austin Scott,GA,8th,R,Armed Services,AS00,22,,H.Res.29,2015-01-13,,
114,2015-01-13,False,2017-01-03,,C001105,Barbara Comstock,VA,10th,R,"Science, Space, and Technology",SY00,17,,H.Res.29,2015-01-13,,
114,2015-01-13,False,2017-01-03,,C001105,Barbara Comstock,VA,10th,R,Transportation and Infrastructure,PW00,30,,H.Res.29,2015-01-13,,
114,2015-01-13,False,2017-01-03,,L000551,Barbara Lee,CA,12th,D,Budget,BU00,8,,H.Res.30,2015-01-13,,
114,2015-01-13,False,2017-01-03,,L000583,Barry Loudermilk,GA,11th,R,Homeland Security,HM00,15,,H.Res.29,2015-01-13,,
114,2015-01-13,False,2017-01-03,,L000583,Barry Loudermilk,GA,11th,R,"Science, Space, and Technology",SY00,19,,H.Res.29,2015-01-13,,
114,2015-01-13,False,2017-01-03,,O000170,Beto O'Rourke,TX,16th,D,Armed Services,AS00,19,,H.Res.30,2015-01-13,,
114,2015-01-13,False,2017-01-03,,O000170,Beto O'Rourke,TX,16th,D,Veterans' Affairs,VR00,7,,H.Res.30,2015-01-13,,
114,2015-01-13,False,2017-01-03,,F000461,Bill Flores,TX,17th,R,Energy and Commerce,IF00,25,,H.Res.29,2015-01-13,,
114,2015-01-13,False,2017-01-03,,H001058,Bill Huizenga,MI,4th,R,Financial Services,BA00,13,,H.Res.29,2015-01-13,,
114,2015-01-13,False,2017-01-03,,J000292,Bill Johnson,OH,6th,R,Energy and Commerce,IF00,21,,H.Res.29,2015-01-13,,
114,2015-01-13,False,2017-01-03,,P000096,"Bill Pascrell, Jr.",NJ,9th,D,Budget,BU00,3,,H.Res.30,2015-01-13,,
114,2015-01-13,False,2017-01-03,,P000599,Bill Posey,FL,8th,R,Financial Services,BA00,9,,H.Res.29,2015-01-13,,
114,2015-01-13,False,2017-01-03,,P000599,Bill Posey,FL,8th,R,"Science, Space, and Technology",SY00,9,,H.Res.29,2015-01-13,,
114,2015-01-13,False,2017-01-03,,S001154,Bill Shuster,PA,9th,R,Armed Services,AS00,12,,H.Res.29,2015-01-13,,
114,2015-01-13,False,2017-01-03,,L000576,Billy Long,MO,7th,R,Energy and Commerce,IF00,22,,H.Res.29,2015-01-13,,
114,2015-01-13,False,2017-01-03,,L000569,Blaine Luetkemeyer,MO,3rd,R,Financial Services,BA00,12,,H.Res.29,2015-01-13,,
114,2015-01-13,False,2017-01-03,,L000569,Blaine Luetkemeyer,MO,3rd,R,Small Business,SM00,3,,H.Res.29,2015-01-13,,
114,2015-01-13,False,2017-01-03,,F000460,Blake Farenthold,TX,27th,R,Judiciary,JU00,16,,H.Res.29,2015-01-13,,
114,2015-01-13,False,2017-01-03,,F000460,Blake Farenthold,TX,27th,R,Oversight and Government Reform,GO00,11,,H.Res.29,2015-01-13,,
114,2015-01-13,False,2017-01-03,,F000460,Blake Farenthold,TX,27th,R,Transportation and Infrastructure,PW00,11,,H.Res.29,2015-01-13,,
114,2015-01-13,False,2017-01-03,,G000563,Bob Gibbs,OH,7th,R,Agriculture,AG00,8,,H.Res.29,2015-01-13,,
114,2015-01-13,False,2017-01-03,,G000563,Bob Gibbs,OH,7th,R,Transportation and Infrastructure,PW00,12,,H.Res.29,2015-01-13,,
114,2015-01-13,False,2017-01-03,,G000289,Bob Goodlatte,VA,6th,R,Agriculture,AG00,2,,H.Res.29,2015-01-13,,
114,2015-01-13,False,2017-01-03,,W000822,Bonnie Watson Coleman,NJ,12th,D,Homeland Security,HM00,10,,H.Res.30,2015-01-13,,
114,2015-01-13,False,2017-01-03,,A000373,Brad Ashford,NE,2nd,D,Armed Services,AS00,23,,H.Res.30,2015-01-13,,
114,2015-01-13,False,2017-01-03,,W000815,Brad R. Wenstrup,OH,2nd,R,Armed Services,AS00,27,,H.Res.29,2015-01-13,,
114,2015-01-13,False,2017-01-03,,W000815,Brad R. Wenstrup,OH,2nd,R,Veterans' Affairs,VR00,8,,H.Res.29,2015-01-13,,
114,2015-01-13,False,2017-01-03,,S000344,Brad Sherman,CA,32nd,D,Foreign Affairs,FA00,2,,H.Res.30,2015-01-13,,
114,2015-01-13,False,2017-01-03,,B001289,Bradley Byrne,AL,1st,R,Armed Services,AS00,29,,H.Res.29,2015-01-13,,
114,2015-01-13,False,2017-01-03,,B001289,Bradley Byrne,AL,1st,R,Education and the Workforce,ED00,14,,H.Res.29,2015-01-13,,
