congress,start_date,start_date_imputed,end_date,departure_reason,bioguide_id,member_name,state,district,party,committee_name,committee_code,committee_rank,role,resolution,resolution_date,cr_citation,resignation_date
117,2021-01-28,False,2023-01-03,,W000795,Joe Wilson,SC,2nd,R,Foreign Affairs,FA00,4,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,L000557,John B. Larson,CT,1st,D,Ways and Means,WM00,4,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,G000559,John Garamendi,CA,8th,D,Armed Services,AS00,6,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,G000559,John Garamendi,CA,8th,D,Transportation and Infrastructure,PW00,8,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,R000609,John H. Rutherford,FL,5th,R,Appropriations,AP00,20,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,J000302,John Joyce,PA,13th,R,Energy and Commerce,IF00,25,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,K000386,John Katko,NY,24th,R,Transportation and Infrastructure,PW00,8,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,S001168,John P. Sarbanes,MD,3rd,D,Energy and Commerce,IF00,10,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,S001168,John P. Sarbanes,MD,3rd,D,Oversight and Government Reform,GO00,19,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,C001051,John R. Carter,TX,31st,R,Appropriations,AP00,5,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,C001114,John R. Curtis,UT,3rd,R,Energy and Commerce,IF00,21,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,M001194,John R. Moolenaar,MI,2nd,R,Appropriations,AP00,19,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,R000612,John W. Rose,TN,6th,R,Financial Services,BA00,19,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2022-09-14,,M001206,Joseph D. Morelle,NY,25th,D,Armed Services,AS00,23,,H.Res.62,2021-01-28,"Cong. Rec. Vol. 168, No. 148, p. H7795",2022-09-14
117,2021-01-28,False,2023-01-03,,M001206,Joseph D. Morelle,NY,25th,D,Budget,BU00,9,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2022-09-14,,M001206,Joseph D. Morelle,NY,25th,D,Education and the Workforce,ED00,12,,H.Res.62,2021-01-28,"Cong. Rec. Vol. 168, No. 148, p. H7795",2022-09-14
117,2021-01-28,False,2023-01-03,,G000583,Josh Gottheimer,NJ,5th,D,Financial Services,BA00,13,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,G000583,Josh Gottheimer,NJ,5th,D,Homeland Security,HM00,16,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,H001090,Josh Harder,CA,9th,D,Agriculture,AG00,21,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,H001090,Josh Harder,CA,9th,D,Appropriations,AP00,28,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,B001281,Joyce Beatty,OH,3rd,D,Financial Services,BA00,11,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,V000130,Juan Vargas,CA,52nd,D,Financial Services,BA00,12,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,V000130,Juan Vargas,CA,52nd,D,Foreign Affairs,FA00,24,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,C001080,Judy Chu,CA,28th,D,Budget,BU00,12,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,C001080,Judy Chu,CA,28th,D,Small Business,SM00,10,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,C001080,Judy Chu,CA,28th,D,Ways and Means,WM00,13,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,B001285,Julia Brownley,CA,26th,D,Natural Resources,II00,16,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,B001285,Julia Brownley,CA,26th,D,Transportation and Infrastructure,PW00,14,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,B001285,Julia Brownley,CA,26th,D,Veterans' Affairs,VR00,2,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,K000396,Kaiali'i Kahele,HI,2nd,D,Armed Services,AS00,24,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,K000396,Kaiali'i Kahele,HI,2nd,D,Transportation and Infrastructure,PW00,32,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2022-12-09,resigned,B001270,Karen Bass,CA,37th,D,Foreign Affairs,FA00,5,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2022-12-09,resigned,B001270,Karen Bass,CA,37th,D,Judiciary,JU00,6,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,C001039,Kat Cammack,FL,3rd,R,Agriculture,AG00,21,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,C001039,Kat Cammack,FL,3rd,R,Homeland Security,HM00,13,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,C001101,Katherine M. Clark,MA,5th,D,Appropriations,AP00,18,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,R000602,Kathleen M. Rice,NY,4th,D,Energy and Commerce,IF00,27,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,R000602,Kathleen M. Rice,NY,4th,D,Homeland Security,HM00,13,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,C001066,Kathy Castor,FL,14th,D,Energy and Commerce,IF00,9,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,M001135,Kathy E. Manning,NC,6th,D,Education and the Workforce,ED00,20,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,M001135,Kathy E. Manning,NC,6th,D,Foreign Affairs,FA00,21,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,P000618,Katie Porter,CA,47th,D,Natural Resources,II00,10,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,P000618,Katie Porter,CA,47th,D,Oversight and Government Reform,GO00,12,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,A000377,Kelly Armstrong,ND,At Large,R,Energy and Commerce,IF00,26,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,B001297,Ken Buck,CO,4th,R,Foreign Affairs,FA00,12,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,B001297,Ken Buck,CO,4th,R,Judiciary,JU00,5,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,C000059,Ken Calvert,CA,41st,R,Appropriations,AP00,6,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,H001082,Kevin Hern,OK,1st,R,Ways and Means,WM00,14,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,S001216,Kim Schrier,WA,8th,D,Agriculture,AG00,23,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,S001216,Kim Schrier,WA,8th,D,Energy and Commerce,IF00,29,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,S001180,Kurt Schrader,OR,5th,D,Energy and Commerce,IF00,15,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,M000687,Kweisi Mfume,MD,7th,D,Oversight and Government Reform,GO00,9,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,M000687,Kweisi Mfume,MD,7th,D,Small Business,SM00,5,Vice Chair,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,G000589,Lance Gooden,TX,5th,R,Financial Services,BA00,21,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,B001275,Larry Bucshon,IN,8th,R,Energy and Commerce,IF00,13,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,B000825,Lauren Boebert,CO,4th,R,Budget,BU00,14,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,B000825,Lauren Boebert,CO,4th,R,Natural Resources,II00,18,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,U000040,Lauren Underwood,IL,14th,D,Appropriations,AP00,31,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,U000040,Lauren Underwood,IL,14th,D,Veterans' Affairs,VR00,10,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,Z000017,Lee M. Zeldin,NY,1st,R,Financial Services,BA00,12,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,Z000017,Lee M. Zeldin,NY,1st,R,Foreign Affairs,FA00,8,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,S001156,Linda T. Sánchez,CA,38th,D,Ways and Means,WM00,9,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,B001303,Lisa Blunt Rochester,DE,At Large,D,Energy and Commerce,IF00,24,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,M001136,Lisa C. McClain,MI,9th,R,Armed Services,AS00,24,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,M001136,Lisa C. McClain,MI,9th,R,Education and the Workforce,ED00,15,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,C001109,Liz Cheney,WY,At Large,R,Armed Services,AS00,17,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,F000468,Lizzie Fletcher,TX,7th,D,Energy and Commerce,IF00,31,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,D000399,Lloyd Doggett,TX,37th,D,Budget,BU00,5,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,D000399,Lloyd Doggett,TX,37th,D,Ways and Means,WM00,2,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,S001199,Lloyd Smucker,PA,11th,R,Ways and Means,WM00,13,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,F000462,Lois Frankel,FL,22nd,D,Appropriations,AP00,20,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,T000482,Lori Trahan,MA,3rd,D,Energy and Commerce,IF00,30,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,G000552,Louie Gohmert,TX,1st,R,Judiciary,JU00,3,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,G000552,Louie Gohmert,TX,1st,R,Natural Resources,II00,2,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,R000486,Lucille Roybal-Allard,CA,40th,D,Appropriations,AP00,4,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,M001208,Lucy McBath,GA,6th,D,Education and the Workforce,ED00,13,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,M001208,Lucy McBath,GA,6th,D,Judiciary,JU00,17,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,D000631,Madeleine Dean,PA,4th,D,Financial Services,BA00,25,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,D000631,Madeleine Dean,PA,4th,D,Judiciary,JU00,19,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,C001104,Madison Cawthorn,NC,11th,R,Education and the Workforce,ED00,20,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,C001104,Madison Cawthorn,NC,11th,R,Veterans' Affairs,VR00,9,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,V000131,Marc A. Veasey,TX,33rd,D,Armed Services,AS00,27,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,V000131,Marc A. Veasey,TX,33rd,D,Energy and Commerce,IF00,20,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,K000009,Marcy Kaptur,OH,9th,D,Appropriations,AP00,2,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,S000168,Maria Elvira Salazar,FL,27th,R,Foreign Affairs,FA00,24,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,S000168,Maria Elvira Salazar,FL,27th,R,Small Business,SM00,10,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,M001215,Mariannette Miller-Meeks,IA,1st,R,Education and the Workforce,ED00,12,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,M001215,Mariannette Miller-Meeks,IA,1st,R,Veterans' Affairs,VR00,12,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,N000192,Marie Newman,IL,3rd,D,Small Business,SM00,7,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,N000192,Marie Newman,IL,3rd,D,Transportation and Infrastructure,PW00,35,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,S001159,Marilyn Strickland,WA,10th,D,Armed Services,AS00,25,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,S001159,Marilyn Strickland,WA,10th,D,Transportation and Infrastructure,PW00,33,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,D000600,Mario Diaz-Balart,FL,26th,R,Appropriations,AP00,8,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,D000623,Mark DeSaulnier,CA,10th,D,Education and the Workforce,ED00,9,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,D000623,Mark DeSaulnier,CA,10th,D,Oversight and Government Reform,GO00,23,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,D000623,Mark DeSaulnier,CA,10th,D,Transportation and Infrastructure,PW00,18,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,A000369,Mark E. Amodei,NV,2nd,R,Appropriations,AP00,14,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,G000590,Mark E. Green,TN,7th,R,Armed Services,AS00,21,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,G000590,Mark E. Green,TN,7th,R,Foreign Affairs,FA00,14,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,P000607,Mark Pocan,WI,2nd,D,Appropriations,AP00,17,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,P000607,Mark Pocan,WI,2nd,D,Education and the Workforce,ED00,24,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,T000472,Mark Takano,CA,39th,D,Education and the Workforce,ED00,7,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,M001190,Markwayne Mullin,OK,2nd,R,Energy and Commerce,IF00,14,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,M001211,Mary E. Miller,IL,15th,R,Agriculture,AG00,19,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,M001211,Mary E. Miller,IL,15th,R,Education and the Workforce,ED00,17,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,S001205,Mary Gay Scanlon,PA,5th,D,House Administration,HA00,5,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,S001205,Mary Gay Scanlon,PA,5th,D,Judiciary,JU00,14,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,C001090,Matt Cartwright,PA,8th,D,Appropriations,AP00,15,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,G000578,Matt Gaetz,FL,1st,R,Armed Services,AS00,14,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,G000578,Matt Gaetz,FL,1st,R,Judiciary,JU00,6,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,R000103,"Matthew M. Rosendale, Sr.",MT,2nd,R,Natural Resources,II00,15,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,R000103,"Matthew M. Rosendale, Sr.",MT,2nd,R,Veterans' Affairs,VR00,11,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,B001248,Michael C. Burgess,TX,26th,R,Budget,BU00,6,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,B001248,Michael C. Burgess,TX,26th,R,Energy and Commerce,IF00,3,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,C001115,Michael Cloud,TX,27th,R,Agriculture,AG00,16,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,C001115,Michael Cloud,TX,27th,R,Oversight and Government Reform,GO00,6,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,D000482,Michael F. Doyle,PA,18th,D,Energy and Commerce,IF00,5,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,S001204,Michael F. Q. San Nicolas,GU,Delegate,D,Financial Services,BA00,16,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,S001204,Michael F. Q. San Nicolas,GU,Delegate,D,Natural Resources,II00,19,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,G000591,Michael Guest,MS,3rd,R,Ethics,SO00,2,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,G000591,Michael Guest,MS,3rd,R,Homeland Security,HM00,4,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,G000591,Michael Guest,MS,3rd,R,Transportation and Infrastructure,PW00,25,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,S001148,Michael K. Simpson,ID,2nd,R,Appropriations,AP00,4,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,T000463,Michael R. Turner,OH,10th,R,Armed Services,AS00,3,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,W000823,Michael Waltz,FL,6th,R,Armed Services,AS00,19,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,W000823,Michael Waltz,FL,6th,R,"Science, Space, and Technology",SY00,7,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,F000470,Michelle Fischbach,MN,7th,R,Agriculture,AG00,22,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,F000470,Michelle Fischbach,MN,7th,R,Judiciary,JU00,15,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,F000470,Michelle Fischbach,MN,7th,R,Rules,RU00,4,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,S001135,Michelle Steel,CA,45th,R,Education and the Workforce,ED00,21,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,S001135,Michelle Steel,CA,45th,R,Transportation and Infrastructure,PW00,31,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,B001295,Mike Bost,IL,12th,R,Transportation and Infrastructure,PW00,12,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,G000579,Mike Gallagher,WI,8th,R,Armed Services,AS00,13,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,G000579,Mike Gallagher,WI,8th,R,Transportation and Infrastructure,PW00,17,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,G000061,Mike Garcia,CA,27th,R,Appropriations,AP00,23,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,G000061,Mike Garcia,CA,27th,R,"Science, Space, and Technology",SY00,10,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,J000299,Mike Johnson,LA,4th,R,Armed Services,AS00,20,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,J000299,Mike Johnson,LA,4th,R,Judiciary,JU00,7,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,K000376,Mike Kelly,PA,16th,R,Ways and Means,WM00,4,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,L000593,Mike Levin,CA,49th,D,Natural Resources,II00,9,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,L000593,Mike Levin,CA,49th,D,Veterans' Affairs,VR00,4,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,Q000023,Mike Quigley,IL,5th,D,Appropriations,AP00,13,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,T000460,Mike Thompson,CA,4th,D,Ways and Means,WM00,3,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,S001207,Mikie Sherrill,NJ,11th,D,Armed Services,AS00,19,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,S001207,Mikie Sherrill,NJ,11th,D,Education and the Workforce,ED00,26,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,S001207,Mikie Sherrill,NJ,11th,D,"Science, Space, and Technology",SY00,6,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,B001274,Mo Brooks,AL,5th,R,Armed Services,AS00,8,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,B001274,Mo Brooks,AL,5th,R,"Science, Space, and Technology",SY00,2,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,J000306,Mondaire Jones,NY,17th,D,Education and the Workforce,ED00,19,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,J000306,Mondaire Jones,NY,17th,D,Ethics,SO00,5,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,J000306,Mondaire Jones,NY,17th,D,Judiciary,JU00,21,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,M000194,Nancy Mace,SC,1st,R,Oversight and Government Reform,GO00,14,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,M000194,Nancy Mace,SC,1st,R,Transportation and Infrastructure,PW00,27,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,M000194,Nancy Mace,SC,1st,R,Veterans' Affairs,VR00,8,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,B001300,Nanette Diaz Barragán,CA,44th,D,Energy and Commerce,IF00,23,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,B001300,Nanette Diaz Barragán,CA,44th,D,Homeland Security,HM00,15,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,D000628,Neal P. Dunn,FL,2nd,R,Energy and Commerce,IF00,20,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,M000317,Nicole Malliotakis,NY,11th,R,Foreign Affairs,FA00,20,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,M000317,Nicole Malliotakis,NY,11th,R,Transportation and Infrastructure,PW00,28,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,W000788,Nikema Williams,GA,5th,D,Financial Services,BA00,29,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,W000788,Nikema Williams,GA,5th,D,Transportation and Infrastructure,PW00,34,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,T000474,Norma J. Torres,CA,35th,D,Appropriations,AP00,24,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,V000081,Nydia M. Velázquez,NY,7th,D,Financial Services,BA00,3,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,V000081,Nydia M. Velázquez,NY,7th,D,Natural Resources,II00,14,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,F000246,Pat Fallon,TX,4th,R,Armed Services,AS00,28,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,F000246,Pat Fallon,TX,4th,R,Oversight and Government Reform,GO00,17,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,G000565,Paul A. Gosar,AZ,9th,R,Natural Resources,II00,7,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,G000565,Paul A. Gosar,AZ,9th,R,Oversight and Government Reform,GO00,3,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,T000469,Paul Tonko,NY,20th,D,Energy and Commerce,IF00,13,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,T000469,Paul Tonko,NY,20th,D,"Science, Space, and Technology",SY00,12,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,A000371,Pete Aguilar,CA,33rd,D,Appropriations,AP00,19,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,A000371,Pete Aguilar,CA,33rd,D,House Administration,HA00,4,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,S000250,Pete Sessions,TX,17th,R,Oversight and Government Reform,GO00,10,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2021-11-01,,S000250,Pete Sessions,TX,17th,R,"Science, Space, and Technology",SY00,9,,H.Res.63,2021-01-28,"Cong. Rec. Vol. 167, No. 191, p. H6052",2021-11-01
117,2021-01-28,False,2023-01-03,,S001212,Pete Stauber,MN,8th,R,Natural Resources,II00,12,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,S001212,Pete Stauber,MN,8th,R,Small Business,SM00,2,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,S001212,Pete Stauber,MN,8th,R,Transportation and Infrastructure,PW00,21,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,M001186,Peter Meijer,MI,3rd,R,Foreign Affairs,FA00,21,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,M001186,Peter Meijer,MI,3rd,R,Homeland Security,HM00,12,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,M001186,Peter Meijer,MI,3rd,R,"Science, Space, and Technology",SY00,17,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,W000800,Peter Welch,VT,At Large,D,Energy and Commerce,IF00,12,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,W000800,Peter Welch,VT,At Large,D,Oversight and Government Reform,GO00,17,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,J000298,Pramila Jayapal,WA,7th,D,Budget,BU00,21,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,J000298,Pramila Jayapal,WA,7th,D,Education and the Workforce,ED00,11,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,J000298,Pramila Jayapal,WA,7th,D,Judiciary,JU00,11,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2023-01-03,,K000391,Raja Krishnamoorthi,IL,8th,D,Oversight and Government Reform,GO00,6,,H.Res.62,2021-01-28,,
117,2021-01-28,False,2022-06-08,,N000190,Ralph Norman,SC,5th,R,Homeland Security,HM00,7,,H.Res.63,2021-01-28,"Cong. Rec. Vol. 168, No. 98, p. H5403",2022-06-08
117,2021-01-28,False,2023-01-03,,N000190,Ralph Norman,SC,5th,R,Oversight and Government Reform,GO00,9,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,F000446,Randy Feenstra,IA,4th,R,Agriculture,AG00,18,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,F000446,Randy Feenstra,IA,4th,R,Budget,BU00,13,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,F000446,Randy Feenstra,IA,4th,R,"Science, Space, and Technology",SY00,13,,H.Res.63,2021-01-28,,
117,2021-01-28,False,2023-01-03,,W000814,"Randy K. Weber, Sr.",TX,14th,R,"Science, Space, and Technology",SY00,4,,H.Res.63,2021-01-28,,
