congress,date,resolution,committee,member,rank,role,rank_after
107,2001-01-06,H.Res.19,Armed Services,Mr. Everett,9,,
107,2001-01-06,H.Res.19,Armed Services,Mr. Bartlett,10,,
107,2001-01-06,H.Res.19,Armed Services,Mr. McKeon,11,,
107,2001-01-06,H.Res.19,Armed Services,Mr. Watts,12,,
107,2001-01-06,H.Res.19,Armed Services,Mr. Thornberry,13,,
107,2001-01-06,H.Res.19,Armed Services,Mr. Hostettler,14,,
107,2001-01-06,H.Res.19,Armed Services,Mr. Chambliss,15,,
107,2001-01-06,H.Res.19,Armed Services,Mr. Hilleary,16,,
107,2001-01-06,H.Res.19,Armed Services,Mr. Scarborough,17,,
107,2001-01-06,H.Res.19,Armed Services,Mr. Jones of North Carolina,18,,
107,2001-01-06,H.Res.19,Armed Services,Mr. Graham,19,,
107,2001-01-06,H.Res.19,Armed Services,Mr. Ryun of Kansas,20,,
107,2001-01-06,H.Res.19,Armed Services,Mr. Riley,21,,
107,2001-01-06,H.Res.19,Armed Services,Mr. Gibbons,22,,
107,2001-01-06,H.Res.19,Armed Services,Mr. Hayes,23,,
107,2001-01-06,H.Res.19,Armed Services,Mr. Sherwood,24,,
107,2001-01-06,H.Res.19,Armed Services,Mrs. Wilson,25,,
107,2001-01-06,H.Res.19,Armed Services,Mr. Calvert,26,,
107,2001-01-06,H.Res.19,Armed Services,Mr. Simmons,27,,
107,2001-01-06,H.Res.19,Armed Services,Mr. Crenshaw,28,,
107,2001-01-06,H.Res.19,Armed Services,Mr. Kirk,29,,
107,2001-01-06,H.Res.19,Armed Services,Ms. Jo Ann Davis of Virginia,30,,
107,2001-01-06,H.Res.19,Armed Services,Mr. Schrock,31,,
107,2001-01-06,H.Res.19,Armed Services,Mr. Akin,32,,
107,2001-01-06,H.Res.19,Budget,"Mr. Nussle, Chairman",1,,
107,2001-01-06,H.Res.19,Budget,Mr. Hoekstra,2,,
107,2001-01-06,H.Res.19,Budget,Mr. Bass,3,,
107,2001-01-06,H.Res.19,Budget,Mr. Gutknecht,4,,
107,2001-01-06,H.Res.19,Budget,Mr. Hilleary,5,,
107,2001-01-06,H.Res.19,Budget,Mr. Sununu,6,,
107,2001-01-06,H.Res.19,Budget,Mr. Knollenberg,7,,
107,2001-01-06,H.Res.19,Budget,Mr. Thornberry,8,,
107,2001-01-06,H.Res.19,Budget,Mr. Ryun of Kansas,9,,
107,2001-01-06,H.Res.19,Budget,Mr. Collins,10,,
107,2001-01-06,H.Res.19,Budget,Mr. Wamp,11,,
107,2001-01-06,H.Res.19,Budget,Mr. Fletcher,12,,
107,2001-01-06,H.Res.19,Budget,Mr. Gary Miller of California,13,,
107,2001-01-06,H.Res.19,Budget,Mr. Toomey,14,,
107,2001-01-06,H.Res.19,Budget,Mr. Watkins,15,,
107,2001-01-06,H.Res.19,Budget,Mr. Hastings of Washington,16,,
107,2001-01-06,H.Res.19,Budget,Mr. Portman,17,,
107,2001-01-06,H.Res.19,Budget,Mr. Schrock,18,,
107,2001-01-06,H.Res.19,Budget,Mr. Culberson,19,,
107,2001-01-06,H.Res.19,Budget,Mr. Brown of South Carolina,20,,
107,2001-01-06,H.Res.19,Budget,Mr. Crenshaw,21,,
107,2001-01-06,H.Res.19,Budget,Mr. Putnam,22,,
107,2001-01-06,H.Res.19,Education and the Workforce,"Mr. Boehner, Chairman",1,,
107,2001-01-06,H.Res.19,Education and the Workforce,Mr. Petri,2,,
107,2001-01-06,H.Res.19,Education and the Workforce,Mrs. Roukema,3,,
107,2001-01-06,H.Res.19,Education and the Workforce,Mr. Ballenger,4,,
107,2001-01-06,H.Res.19,Education and the Workforce,Mr. Hoekstra,5,,
107,2001-01-06,H.Res.19,Education and the Workforce,Mr. McKeon,6,,
107,2001-01-06,H.Res.19,Education and the Workforce,Mr. Castle,7,,
107,2001-01-06,H.Res.19,Education and the Workforce,Mr. Johnson of Texas,8,,
107,2001-01-06,H.Res.19,Education and the Workforce,Mr. Greenwood,9,,
107,2001-01-06,H.Res.19,Education and the Workforce,Mr. Graham,10,,
107,2001-01-06,H.Res.19,Education and the Workforce,Mr. Souder,11,,
107,2001-01-06,H.Res.19,Education and the Workforce,Mr. Norwood,12,,
107,2001-01-06,H.Res.19,Education and the Workforce,Mr. Schaffer,13,,
107,2001-01-06,H.Res.19,Education and the Workforce,Mr. Upton,14,,
107,2001-01-06,H.Res.19,Education and the Workforce,Mr. Hilleary,15,,
107,2001-01-06,H.Res.19,Education and the Workforce,Mr. Ehlers,16,,
107,2001-01-06,H.Res.19,Education and the Workforce,Mr. Tancredo,17,,
107,2001-01-06,H.Res.19,Education and the Workforce,Mr. Fletcher,18,,
107,2001-01-06,H.Res.19,Education and the Workforce,Mr. DeMint,19,,
107,2001-01-06,H.Res.19,Education and the Workforce,Mr. Isakson,20,,
107,2001-01-06,H.Res.19,Education and the Workforce,Mrs. Biggert,21,,
107,2001-01-06,H.Res.19,Education and the Workforce,Mr. Platts,22,,
107,2001-01-06,H.Res.19,Education and the Workforce,Mr. Tiberi,23,,
107,2001-01-06,H.Res.19,Education and the Workforce,Mr. Keller,24,,
107,2001-01-06,H.Res.19,Education and the Workforce,Mr. Osborne,25,,
107,2001-01-06,H.Res.19,Education and the Workforce,Mr. Culberson,26,,
107,2001-01-06,H.Res.19,Energy and Commerce,"Mr. Tauzin, Chairman",1,,
107,2001-01-06,H.Res.19,Energy and Commerce,Mr. Bilirakis,2,,
107,2001-01-06,H.Res.19,Energy and Commerce,Mr. Barton,3,,
107,2001-01-06,H.Res.19,Energy and Commerce,Mr. Upton,4,,
107,2001-01-06,H.Res.19,Energy and Commerce,Mr. Stearns,5,,
107,2001-01-06,H.Res.19,Energy and Commerce,Mr. Gillmor,6,,
107,2001-01-06,H.Res.19,Energy and Commerce,Mr. Greenwood,7,,
107,2001-01-06,H.Res.19,Energy and Commerce,Mr. Cox,8,,
107,2001-01-06,H.Res.19,Energy and Commerce,Mr. Deal,9,,
107,2001-01-06,H.Res.19,Energy and Commerce,Mr. Largent,10,,
107,2001-01-06,H.Res.19,Energy and Commerce,Mr. Burr,11,,
107,2001-01-06,H.Res.19,Energy and Commerce,Mr. Whitfield,12,,
107,2001-01-06,H.Res.19,Energy and Commerce,Mr. Ganske,13,,
107,2001-01-06,H.Res.19,Energy and Commerce,Mr. Norwood,14,,
107,2001-01-06,H.Res.19,Energy and Commerce,Mrs. Cubin,15,,
107,2001-01-06,H.Res.19,Energy and Commerce,Mr. Shimkus,16,,
107,2001-01-06,H.Res.19,Energy and Commerce,Mrs. Wilson,17,,
107,2001-01-06,H.Res.19,Energy and Commerce,Mr. Shadegg,18,,
107,2001-01-06,H.Res.19,Energy and Commerce,Mr. Pickering,19,,
107,2001-01-06,H.Res.19,Energy and Commerce,Mr. Fossella,20,,
107,2001-01-06,H.Res.19,Energy and Commerce,Mr. Blunt,21,,
107,2001-01-06,H.Res.19,Energy and Commerce,Mr. Thomas Davis of Virginia,22,,
107,2001-01-06,H.Res.19,Energy and Commerce,Mr. Bryant,23,,
107,2001-01-06,H.Res.19,Energy and Commerce,Mr. Ehrlich,24,,
107,2001-01-06,H.Res.19,Energy and Commerce,Mr. Buyer,25,,
107,2001-01-06,H.Res.19,Energy and Commerce,Mr. Radanovich,26,,
107,2001-01-06,H.Res.19,Energy and Commerce,Mr. Pitts,27,,
107,2001-01-06,H.Res.19,Energy and Commerce,Mrs. Bono,28,,
107,2001-01-06,H.Res.19,Energy and Commerce,Mr. Walden of Oregon,29,,
107,2001-01-06,H.Res.19,Energy and Commerce,Mr. Terry,30,,
107,2001-01-06,H.Res.19,Financial Services,"Mr. Oxley, Chairman",1,,
107,2001-01-06,H.Res.19,Financial Services,Mr. Leach,2,,
107,2001-01-06,H.Res.19,Financial Services,Mrs. Roukema,3,,
107,2001-01-06,H.Res.19,Financial Services,Mr. Bereuter,4,,
107,2001-01-06,H.Res.19,Financial Services,Mr. Baker,5,,
107,2001-01-06,H.Res.19,Financial Services,Mr. Bachus,6,,
107,2001-01-06,H.Res.19,Financial Services,Mr. Castle,7,,
107,2001-01-06,H.Res.19,Financial Services,Mr. King,8,,
107,2001-01-06,H.Res.19,Financial Services,Mr. Royce,9,,
107,2001-01-06,H.Res.19,Financial Services,Mr. Lucas of Oklahoma,10,,
107,2001-01-06,H.Res.19,Financial Services,Mr. Ney,11,,
107,2001-01-06,H.Res.19,Financial Services,Mr. Barr of Georgia,12,,
107,2001-01-06,H.Res.19,Financial Services,Mrs. Kelly,13,,
107,2001-01-06,H.Res.19,Financial Services,Mr. Paul,14,,
107,2001-01-06,H.Res.19,Financial Services,Mr. Gillmor,15,,
107,2001-01-06,H.Res.19,Financial Services,Mr. Cox,16,,
107,2001-01-06,H.Res.19,Financial Services,Mr. Weldon of Florida,17,,
107,2001-01-06,H.Res.19,Financial Services,Mr. Ryun of Kansas,18,,
107,2001-01-06,H.Res.19,Financial Services,Mr. Riley,19,,
107,2001-01-06,H.Res.19,Financial Services,Mr. LaTourette,20,,
107,2001-01-06,H.Res.19,Financial Services,Mr. Manzullo,21,,
107,2001-01-06,H.Res.19,Financial Services,Mr. Jones of North Carolina,22,,
107,2001-01-06,H.Res.19,Financial Services,Mr. Ose,23,,
107,2001-01-06,H.Res.19,Financial Services,Mrs. Biggert,24,,
107,2001-01-06,H.Res.19,Financial Services,Mr. Green of Wisconsin,25,,
107,2001-01-06,H.Res.19,Financial Services,Mr. Toomey,26,,
107,2001-01-06,H.Res.19,Financial Services,Mr. Shays,27,,
107,2001-01-06,H.Res.19,Financial Services,Mr. Shadegg,28,,
107,2001-01-06,H.Res.19,Financial Services,Mr. Fossella,29,,
107,2001-01-06,H.Res.19,Financial Services,Mr. Gary Miller of California,30,,
107,2001-01-06,H.Res.19,Financial Services,Mr. Cantor,31,,
107,2001-01-06,H.Res.19,Financial Services,Mr. Grucci,32,,
107,2001-01-06,H.Res.19,Financial Services,Ms. Hart,33,,
107,2001-01-06,H.Res.19,Financial Services,Ms. Capito,34,,
107,2001-01-06,H.Res.19,Financial Services,Mr. Ferguson,35,,
107,2001-01-06,H.Res.19,Financial Services,Mr. Rogers of Michigan,36,,
107,2001-01-06,H.Res.19,Financial Services,Mr. Tiberi,37,,
107,2001-01-06,H.Res.19,Government Reform,"Mr. Burton of Indiana, Chairman",1,,
107,2001-01-06,H.Res.19,Government Reform,Mr. Gilman,2,,
107,2001-01-06,H.Res.19,Government Reform,Mrs. Morella,3,,
107,2001-01-06,H.Res.19,Government Reform,Mr. Shays,4,,
107,2001-01-06,H.Res.19,Government Reform,Ms. Ros-Lehtinen,5,,
107,2001-01-06,H.Res.19,Government Reform,Mr. McHugh,6,,
107,2001-01-06,H.Res.19,Government Reform,Mr. Horn,7,,
107,2001-01-06,H.Res.19,Government Reform,Mr. Mica,8,,
107,2001-01-06,H.Res.19,Government Reform,Mr. Thomas Davis of Virginia,9,,
107,2001-01-06,H.Res.19,Government Reform,Mr. Souder,10,,
107,2001-01-06,H.Res.19,Government Reform,Mr. Scarborough,11,,
107,2001-01-06,H.Res.19,Government Reform,Mr. LaTourette,12,,
107,2001-01-06,H.Res.19,Government Reform,Mr. Barr,13,,
107,2001-01-06,H.Res.19,Government Reform,Mr. Miller of Florida,14,,
107,2001-01-06,H.Res.19,Government Reform,Mr. Hutchinson,15,,
107,2001-01-06,H.Res.19,Government Reform,Mr. Ose,16,,
107,2001-01-06,H.Res.19,Government Reform,Mr. Lewis of Kentucky,17,,
107,2001-01-06,H.Res.19,Government Reform,Mr. Flake,18,,
107,2001-01-06,H.Res.19,Government Reform,Ms. Jo Ann Davis of Virginia,19,,
107,2001-01-06,H.Res.19,Government Reform,Mr. Platts,20,,
107,2001-01-06,H.Res.19,International Relations,"Mr. Hyde, Chairman",1,,
107,2001-01-06,H.Res.19,International Relations,Mr. Gilman,2,,
107,2001-01-06,H.Res.19,International Relations,Mr. Leach,3,,
107,2001-01-06,H.Res.19,International Relations,Mr. Bereuter,4,,
107,2001-01-06,H.Res.19,International Relations,Mr. Smith of New Jersey,5,,
107,2001-01-06,H.Res.19,International Relations,Mr. Burton of Indiana,6,,
107,2001-01-06,H.Res.19,International Relations,Mr. Gallegly,7,,
107,2001-01-06,H.Res.19,International Relations,Ms. Ros-Lehtinen,8,,
107,2001-01-06,H.Res.19,International Relations,Mr. Ballenger,9,,
107,2001-01-06,H.Res.19,International Relations,Mr. Rohrabacher,10,,
107,2001-01-06,H.Res.19,International Relations,Mr. Royce,11,,
107,2001-01-06,H.Res.19,International Relations,Mr. King,12,,
107,2001-01-06,H.Res.19,International Relations,Mr. Chabot,13,,
107,2001-01-06,H.Res.19,International Relations,Mr. Houghton,14,,
107,2001-01-06,H.Res.19,International Relations,Mr. McHugh,15,,
107,2001-01-06,H.Res.19,International Relations,Mr. Burr,16,,
107,2001-01-06,H.Res.19,International Relations,Mr. Cooksey,17,,
107,2001-01-06,H.Res.19,International Relations,Mr. Tancredo,18,,
107,2001-01-06,H.Res.19,International Relations,Mr. Paul,19,,
107,2001-01-06,H.Res.19,International Relations,Mr. Smith of Michigan,20,,
107,2001-01-06,H.Res.19,International Relations,Mr. Pitts,21,,
107,2001-01-06,H.Res.19,International Relations,Mr. Issa,22,,
107,2001-01-06,H.Res.19,International Relations,Mr. Cantor,23,,
107,2001-01-06,H.Res.19,International Relations,Mr. Flake,24,,
107,2001-01-06,H.Res.19,International Relations,Mr. Kerns,25,,
107,2001-01-06,H.Res.19,International Relations,Ms. Jo Ann Davis of Virginia,26,,
107,2001-01-06,H.Res.19,Judiciary,"Mr. Sensenbrenner, Chairman",1,,
107,2001-01-06,H.Res.19,Judiciary,Mr. Hyde,2,,
107,2001-01-06,H.Res.19,Judiciary,Mr. Gekas,3,,
107,2001-01-06,H.Res.19,Judiciary,Mr. Coble,4,,
107,2001-01-06,H.Res.19,Judiciary,Mr. Smith of Texas,5,,
107,2001-01-06,H.Res.19,Judiciary,Mr. Gallegly,6,,
107,2001-01-06,H.Res.19,Judiciary,Mr. Goodlatte,7,,
107,2001-01-06,H.Res.19,Judiciary,Mr. Chabot,8,,
107,2001-01-06,H.Res.19,Judiciary,Mr. Barr,9,,
107,2001-01-06,H.Res.19,Judiciary,Mr. Jenkins,10,,
107,2001-01-06,H.Res.19,Judiciary,Mr. Hutchinson,11,,
107,2001-01-06,H.Res.19,Judiciary,Mr. Cannon,12,,
107,2001-01-06,H.Res.19,Judiciary,Mr. Graham,13,,
107,2001-01-06,H.Res.19,Judiciary,Mr. Bachus,14,,
107,2001-01-06,H.Res.19,Judiciary,Mr. Scarborough,15,,
107,2001-01-06,H.Res.19,Judiciary,Mr. Hostettler,16,,
107,2001-01-06,H.Res.19,Judiciary,Mr. Green of Wisconsin,17,,
107,2001-01-06,H.Res.19,Judiciary,Mr. Keller,18,,
107,2001-01-06,H.Res.19,Judiciary,Mr. Issa,19,,
107,2001-01-06,H.Res.19,Judiciary,Ms. Hart,20,,
107,2001-01-06,H.Res.19,Judiciary,Mr. Flake,21,,
107,2001-01-06,H.Res.19,Resources,"Mr. Hansen, Chairman",1,,
107,2001-01-06,H.Res.19,Resources,Mr. Young of Alaska,2,,
107,2001-01-06,H.Res.19,Resources,Mr. Tauzin,3,,
107,2001-01-06,H.Res.19,Resources,Mr. Saxton,4,,
107,2001-01-06,H.Res.19,Resources,Mr. Gallegly,5,,
107,2001-01-06,H.Res.19,Resources,Mr. Duncan,6,,
107,2001-01-06,H.Res.19,Resources,Mr. Hefley,7,,
107,2001-01-06,H.Res.19,Resources,Mr. Gilchrest,8,,
107,2001-01-06,H.Res.19,Resources,Mr. Calvert,9,,
107,2001-01-06,H.Res.19,Resources,Mr. McInnis,10,,
107,2001-01-06,H.Res.19,Resources,Mr. Pombo,11,,
107,2001-01-06,H.Res.19,Resources,Mrs. Cubin,12,,
107,2001-01-06,H.Res.19,Resources,Mr. Radanovich,13,,
107,2001-01-06,H.Res.19,Resources,Mr. Jones of North Carolina,14,,
107,2001-01-06,H.Res.19,Resources,Mr. Thornberry,15,,
107,2001-01-06,H.Res.19,Resources,Mr. Cannon,16,,
107,2001-01-06,H.Res.19,Resources,Mr. Brady of Texas,17,,
107,2001-01-06,H.Res.19,Resources,Mr. Peterson of Pennsylvania,18,,
107,2001-01-06,H.Res.19,Resources,Mr. Schaffer,19,,
107,2001-01-06,H.Res.19,Resources,Mr. Gibbons,20,,
107,2001-01-06,H.Res.19,Resources,Mr. Souder,21,,
107,2001-01-06,H.Res.19,Resources,Mr. Walden of Oregon,22,,
107,2001-01-06,H.Res.19,Resources,Mr. Sherwood,23,,
107,2001-01-06,H.Res.19,Resources,Mr. Hayes,24,,
107,2001-01-06,H.Res.19,Resources,Mr. Simpson,25,,
107,2001-01-06,H.Res.19,Resources,Mr. Tancredo,26,,
107,2001-01-06,H.Res.19,Resources,Mr. Otter,27,,
107,2001-01-06,H.Res.19,Resources,Mr. Osborne,28,,
107,2001-01-06,H.Res.19,Science,"Mr. Boehlert, Chairman",1,,
107,2001-01-06,H.Res.19,Science,Mr. Sensenbrenner,2,,
107,2001-01-06,H.Res.19,Science,Mr. Smith of Texas,3,,
107,2001-01-06,H.Res.19,Science,Mrs. Morella,4,,
107,2001-01-06,H.Res.19,Science,Mr. Weldon of Pennsylvania,5,,
107,2001-01-06,H.Res.19,Science,Mr. Rohrabacher,6,,
107,2001-01-06,H.Res.19,Science,Mr. Barton,7,,
107,2001-01-06,H.Res.19,Science,Mr. Calvert,8,,
107,2001-01-06,H.Res.19,Science,Mr. Smith of Michigan,9,,
107,2001-01-06,H.Res.19,Science,Mr. Bartlett,10,,
107,2001-01-06,H.Res.19,Science,Mr. Ehlers,11,,
107,2001-01-06,H.Res.19,Science,Mr. Weldon of Florida,12,,
107,2001-01-06,H.Res.19,Science,Mr. Gutknecht,13,,
107,2001-01-06,H.Res.19,Science,Mr. Cannon,14,,
107,2001-01-06,H.Res.19,Science,Mr. Nethercutt,15,,
107,2001-01-06,H.Res.19,Science,Mr. Lucas of Oklahoma,16,,
107,2001-01-06,H.Res.19,Science,Mr. Gary Miller of California,17,,
107,2001-01-06,H.Res.19,Science,Mrs. Biggert,18,,
107,2001-01-06,H.Res.19,Science,Mr. Culberson,19,,
107,2001-01-06,H.Res.19,Science,Mr. Akin,20,,
107,2001-01-06,H.Res.19,Science,Mr. Johnson of Illinois,21,,
107,2001-01-06,H.Res.19,Science,Mr. Pence,22,,
107,2001-01-06,H.Res.19,Science,Mr. Grucci,23,,
107,2001-01-06,H.Res.19,Science,Ms. Hart,24,,
107,2001-01-06,H.Res.19,Small Business,"Mr. Manzullo, Chairman",1,,
107,2001-01-06,H.Res.19,Small Business,Mr. Combest,2,,
107,2001-01-06,H.Res.19,Small Business,Mr. Hefley,3,,
107,2001-01-06,H.Res.19,Small Business,Mr. Bartlett,4,,
107,2001-01-06,H.Res.19,Small Business,Mr. LoBiondo,5,,
107,2001-01-06,H.Res.19,Small Business,Mrs. Kelly,6,,
107,2001-01-06,H.Res.19,Small Business,Mr. Chabot,7,,
107,2001-01-06,H.Res.19,Small Business,Mr. English,8,,
107,2001-01-06,H.Res.19,Small Business,Mr. Toomey,9,,
107,2001-01-06,H.Res.19,Small Business,Mr. DeMint,10,,
107,2001-01-06,H.Res.19,Small Business,Mr. Thune,11,,
107,2001-01-06,H.Res.19,Small Business,Mr. Pence,12,,
107,2001-01-06,H.Res.19,Small Business,Mr. Ferguson,13,,
107,2001-01-06,H.Res.19,Small Business,Mr. Issa,14,,
107,2001-01-06,H.Res.19,Small Business,Mr. Graves,15,,
107,2001-01-06,H.Res.19,Small Business,Mr. Schrock,16,,
107,2001-01-06,H.Res.19,Small Business,Mr. Grucci,17,,
107,2001-01-06,H.Res.19,Small Business,Mr. Akin,18,,
107,2001-01-06,H.Res.19,Transportation and Infrastructure,"Mr. Young of Alaska, Chairman",1,,
107,2001-01-06,H.Res.19,Transportation and Infrastructure,Mr. Shuster,2,,
107,2001-01-06,H.Res.19,Transportation and Infrastructure,Mr. Petri,3,,
107,2001-01-06,H.Res.19,Transportation and Infrastructure,Mr. Boehlert,4,,
107,2001-01-06,H.Res.19,Transportation and Infrastructure,Mr. Coble,5,,
107,2001-01-06,H.Res.19,Transportation and Infrastructure,Mr. Duncan,6,,
107,2001-01-06,H.Res.19,Transportation and Infrastructure,Mr. Gilchrest,7,,
107,2001-01-06,H.Res.19,Transportation and Infrastructure,Mr. Horn,8,,
107,2001-01-06,H.Res.19,Transportation and Infrastructure,Mr. Mica,9,,
107,2001-01-06,H.Res.19,Transportation and Infrastructure,Mr. Quinn,10,,
107,2001-01-06,H.Res.19,Transportation and Infrastructure,Mr. Ehlers,11,,
107,2001-01-06,H.Res.19,Transportation and Infrastructure,Mr. Bachus,12,,
107,2001-01-06,H.Res.19,Transportation and Infrastructure,Mr. LaTourette,13,,
107,2001-01-06,H.Res.19,Transportation and Infrastructure,Mrs. Kelly,14,,
107,2001-01-06,H.Res.19,Transportation and Infrastructure,Mr. Baker,15,,
107,2001-01-06,H.Res.19,Transportation and Infrastructure,Mr. Bass,16,,
107,2001-01-06,H.Res.19,Transportation and Infrastructure,Mr. Ney,17,,
107,2001-01-06,H.Res.19,Transportation and Infrastructure,Mr. Hutchinson,18,,
107,2001-01-06,H.Res.19,Transportation and Infrastructure,Mr. Cooksey,19,,
107,2001-01-06,H.Res.19,Transportation and Infrastructure,Mr. Thune,20,,
107,2001-01-06,H.Res.19,Transportation and Infrastructure,Mr. LoBiondo,21,,
107,2001-01-06,H.Res.19,Transportation and Infrastructure,Mr. Moran of Kansas,22,,
107,2001-01-06,H.Res.19,Transportation and Infrastructure,Mr. Sherwood,23,,
107,2001-01-06,H.Res.19,Transportation and Infrastructure,Mr. DeMint,24,,
107,2001-01-06,H.Res.19,Transportation and Infrastructure,Mr. Bereuter,25,,
107,2001-01-06,H.Res.19,Transportation and Infrastructure,Mr. Simpson,26,,
107,2001-01-06,H.Res.19,Transportation and Infrastructure,Mr. Isakson,27,,
107,2001-01-06,H.Res.19,Transportation and Infrastructure,Mr. Simmons,28,,
107,2001-01-06,H.Res.19,Transportation and Infrastructure,Mr. Rogers of Michigan,29,,
107,2001-01-06,H.Res.19,Transportation and Infrastructure,Ms. Capito,30,,
107,2001-01-06,H.Res.19,Transportation and Infrastructure,Mr. Kirk,31,,
107,2001-01-06,H.Res.19,Transportation and Infrastructure,Mr. Brown of South Carolina,32,,
107,2001-01-06,H.Res.19,Transportation and Infrastructure,Mr. Johnson of Illinois,33,,
107,2001-01-06,H.Res.19,Transportation and Infrastructure,Mr. Kerns,34,,
107,2001-01-06,H.Res.19,Transportation and Infrastructure,Mr. Rehberg,35,,
107,2001-01-06,H.Res.19,Transportation and Infrastructure,Mr. Platts,36,,
107,2001-01-06,H.Res.19,Transportation and Infrastructure,Mr. Ferguson,37,,
107,2001-01-06,H.Res.19,Transportation and Infrastructure,Mr. Graves,38,,
107,2001-01-06,H.Res.19,Transportation and Infrastructure,Mr. Otter,39,,
107,2001-01-06,H.Res.19,Transportation and Infrastructure,Mr. Kennedy of Minnesota,40,,
107,2001-01-06,H.Res.19,Veterans' Affairs,"Mr. Smith of New Jersey, Chairman",1,,
107,2001-01-06,H.Res.19,Veterans' Affairs,Mr. Stump,2,,
107,2001-01-06,H.Res.19,Veterans' Affairs,Mr. Bilirakis,3,,
107,2001-01-06,H.Res.19,Veterans' Affairs,Mr. Spence,4,,
107,2001-01-06,H.Res.19,Veterans' Affairs,Mr. Everett,5,,
107,2001-01-06,H.Res.19,Veterans' Affairs,Mr. Buyer,6,,
107,2001-01-06,H.Res.19,Veterans' Affairs,Mr. Quinn,7,,
107,2001-01-06,H.Res.19,Veterans' Affairs,Mr. Stearns,8,,
107,2001-01-06,H.Res.19,Veterans' Affairs,Mr. Moran of Kansas,9,,
107,2001-01-06,H.Res.19,Veterans' Affairs,Mr. Hayworth,10,,
107,2001-01-06,H.Res.19,Veterans' Affairs,Mr. McKeon,11,,
107,2001-01-06,H.Res.19,Veterans' Affairs,Mr. Gibbons,12,,
107,2001-01-06,H.Res.19,Veterans' Affairs,Mr. Simpson,13,,
107,2001-01-06,H.Res.19,Veterans' Affairs,Mr. Baker,14,,
107,2001-01-06,H.Res.19,Veterans' Affairs,Mr. Simmons,15,,
107,2001-01-06,H.Res.19,Veterans' Affairs,Mr. Crenshaw,16,,
107,2001-01-06,H.Res.19,Ways and Means,"Mr. Thomas, Chairman",1,,
107,2001-01-06,H.Res.19,Ways and Means,Mr. Crane,2,,
107,2001-01-06,H.Res.19,Ways and Means,Mr. Shaw,3,,
107,2001-01-06,H.Res.19,Ways and Means,Mrs. Johnson of Connecticut,4,,
107,2001-01-06,H.Res.19,Ways and Means,Mr. Houghton,5,,
107,2001-01-06,H.Res.19,Ways and Means,Mr. Herger,6,,
107,2001-01-06,H.Res.19,Ways and Means,Mr. McCrery,7,,
107,2001-01-06,H.Res.19,Ways and Means,Mr. Camp,8,,
107,2001-01-06,H.Res.19,Ways and Means,Mr. Ramstad,9,,
107,2001-01-06,H.Res.19,Ways and Means,Mr. Nussle,10,,
107,2001-01-06,H.Res.19,Ways and Means,Mr. Johnson of Texas,11,,
107,2001-01-06,H.Res.19,Ways and Means,Ms. Dunn,12,,
107,2001-01-06,H.Res.19,Ways and Means,Mr. Collins,13,,
107,2001-01-06,H.Res.19,Ways and Means,Mr. Portman,14,,
107,2001-01-06,H.Res.19,Ways and Means,Mr. English,15,,
107,2001-01-06,H.Res.19,Ways and Means,Mr. Watkins,16,,
107,2001-01-06,H.Res.19,Ways and Means,Mr. Hayworth,17,,
107,2001-01-06,H.Res.19,Ways and Means,Mr. Weller,18,,
107,2001-01-06,H.Res.19,Ways and Means,Mr. Hulshof,19,,
107,2001-01-06,H.Res.19,Ways and Means,Mr. McInnis,20,,
107,2001-01-06,H.Res.19,Ways and Means,Mr. Lewis of Kentucky,21,,
107,2001-01-06,H.Res.19,Ways and Means,Mr. Foley,22,,
107,2001-01-06,H.Res.19,Ways and Means,Mr. Brady of Texas,23,,
107,2001-01-06,H.Res.19,Ways and Means,Mr. Ryan of Wisconsin. &lt,24,,
107,2001-01-06,H.Res.19,Ways and Means,all&gt,25,,
108,2003-01-08,H.Res.22,Agriculture,Mr. Stenholm of Texas,1,,
108,2003-01-08,H.Res.22,Appropriations,Mr. Obey of Wisconsin,1,,
108,2003-01-08,H.Res.22,Armed Services,Mr. Skelton of Missouri,1,,
108,2003-01-08,H.Res.22,Budget,Mr. Spratt of South Carolina,1,,
108,2003-01-08,H.Res.22,Education and the Workforce,Mr. George Miller of California,1,,
108,2003-01-08,H.Res.22,Energy and Commerce,Mr. Dingell of Michigan,1,,
108,2003-01-08,H.Res.22,Financial Services,Mr. Frank of Massachusetts,1,,
108,2003-01-08,H.Res.22,Government Reform,Mr. Waxman of California,1,,
108,2003-01-08,H.Res.22,International Relations,Mr. Lantos of California,1,,
108,2003-01-08,H.Res.22,Judiciary,Mr. Conyers of Michigan,1,,
108,2003-01-08,H.Res.22,Resources,Mr. Rahall of West Virginia,1,,
108,2003-01-08,H.Res.22,Science,Mr. Hall of Texas,1,,
108,2003-01-08,H.Res.22,Small Business,Ms. Velazquez of New York,1,,
108,2003-01-08,H.Res.22,Transportation and Infrastructure,Mr. Oberstar of Minnesota,1,,
108,2003-01-08,H.Res.22,Veterans' Affairs,Mr. Evans of Illinois,1,,
108,2003-01-08,H.Res.22,Ways and Means,Mr. Rangel of New York,1,,
108,2003-01-08,H.Res.24,Agriculture,Mr. Goodlatte of Virginia,1,,
108,2003-01-08,H.Res.24,Appropriations,Mr. Young of Florida,1,,
108,2003-01-08,H.Res.24,Armed Services,Mr. Hunter of California,1,,
108,2003-01-08,H.Res.24,Budget,Mr. Nussle of Iowa,1,,
